Vendor ID,Vendor Name,Technology Type,Cost (€),Energy Savings (%),Vendor Location,Contract Duration (Months),Technology ROI (%),Installation Time (Days),Maintenance Cost (€/Year),Vendor Rating (1-5),Technology Lifespan (Years),Carbon Reduction (kg CO2/Year),Vendor Contact,Technology Status
Vendor-1995,CoolIT,Hardware,11711.2,25,Lyon,48,15,2,4774.92,4,4,10598,os-0l01rm4@coolit.com,Cancelled
Vendor-1996,PowerSolutions,Software,15766.9,16,Cambridge,48,16,7,3869.76,2,17,7922,khrjz3nao7@powersolutions.com,Active
Vendor-1997,EcoInfra,Software,8894.7,13,Warsaw,36,5,13,686.18,3,6,2298,wo92w3lpli@ecoinfra.com,Cancelled
Vendor-1998,CoolIT,Hardware,6362.7,28,Porto,12,5,7,2488.68,2,4,2624,qz-pmkmls8@coolit.com,Active
Vendor-1999,PowerSolutions,Renewable Energy,12649.5,19,Milan,12,13,6,3071.28,4,5,4041,yih0raww9x@powersolutions.com,Active
Vendor-2000,PowerSolutions,Software,23889.7,28,Graz,12,10,9,2226.51,4,14,1938,8x18jq0148@powersolutions.com,On Hold
Vendor-2001,PowerSolutions,Hardware,10355.1,21,Lyon,48,13,1,1165.5,5,14,4212,7namzrmqy3@powersolutions.com,Active
Vendor-2002,TechOptima,Hardware,5809.1,25,Gothenburg,12,9,1,2223.3,4,5,9593,if5-i4o93m@techoptima.com,Inactive
Vendor-2003,TechOptima,Renewable Energy,17908.8,13,Milan,24,6,13,2826.07,4,16,2759,du8cwrba67@techoptima.com,Active
Vendor-2004,TechOptima,Monitoring,12584.5,25,Milan,60,7,2,602.17,5,7,4787,a5jlo7ewme@techoptima.com,Active
Vendor-2005,EcoInfra,Monitoring,19810.8,15,Warsaw,36,22,3,1713.11,3,17,5468,7bh917iyal@ecoinfra.com,In Development
Vendor-2006,EcoInfra,Software,10182.4,27,Porto,60,19,4,4705.19,3,13,6567,qfj7kwg-3w@ecoinfra.com,On Hold
Vendor-2007,EcoInfra,Monitoring,19136.9,21,Munich,60,18,1,3908.9,4,6,5044,dljhhjx_4t@ecoinfra.com,On Hold
Vendor-2008,TechOptima,Hardware,22228.0,13,Milan,24,15,1,3641.73,4,19,3434,iskmyfh5ed@techoptima.com,Active
Vendor-2009,PowerSolutions,Software,14947.8,19,Cambridge,12,12,10,3802.15,5,10,9589,50ddya11b7@powersolutions.com,On Hold
Vendor-2010,PowerSolutions,Renewable Energy,24096.1,21,Porto,24,8,1,3325.41,4,17,10359,joh3qct2zo@powersolutions.com,Cancelled
Vendor-2011,CoolIT,Hardware,21065.7,10,Cambridge,48,24,10,1942.74,4,11,8669,tpkrn5vo22@coolit.com,Pending
Vendor-2012,CoolIT,Software,13800.3,24,Lyon,60,17,11,1862.4,4,19,4338,44s59pp2t2@coolit.com,Active
Vendor-2013,GreenCompute,Software,11687.0,16,Cambridge,48,24,13,3895.77,3,4,9626,7s0ypsyxvd@greencompute.com,Active
Vendor-2014,EcoInfra,Monitoring,24862.7,11,Porto,48,18,6,2643.93,3,8,2518,g_5v5z3dri@ecoinfra.com,Inactive
Vendor-2015,EcoInfra,Hardware,23640.2,24,Cork,60,6,12,3655.41,1,18,4231,7-0owcrb1u@ecoinfra.com,Inactive
Vendor-2016,GreenCompute,Monitoring,19627.6,29,Munich,36,5,6,1133.63,3,10,9404,n9xo6pwobj@greencompute.com,Cancelled
Vendor-2017,GreenCompute,Hardware,12090.2,12,Cambridge,12,21,8,2991.39,2,18,10613,vgbalnwsf_@greencompute.com,On Hold
Vendor-2018,GreenCompute,Software,6880.8,10,Gothenburg,36,18,10,4358.0,4,10,2177,9ymkhmq01e@greencompute.com,Active
Vendor-2019,CoolIT,Hardware,7651.0,13,Cork,48,20,10,1428.21,4,6,1679,7_6m6m5qxb@coolit.com,Inactive
Vendor-2020,GreenCompute,Monitoring,20186.3,17,Milan,60,22,9,558.27,3,8,1409,9hu86igpz8@greencompute.com,Active
Vendor-2021,CoolIT,Hardware,18045.0,19,Milan,48,12,4,4467.26,3,15,3966,9mayih2jr2@coolit.com,Active
Vendor-2022,TechOptima,Renewable Energy,10236.5,13,Graz,60,9,12,2180.95,4,14,1394,1v0lfff7ch@techoptima.com,Active
Vendor-2023,CoolIT,Renewable Energy,6673.0,19,Warsaw,24,6,1,3805.73,1,10,9863,vigfj4kez-@coolit.com,Active
Vendor-2024,CoolIT,Hardware,24747.8,15,Porto,60,8,1,2354.26,3,18,10988,n7h7p54l16@coolit.com,In Development
Vendor-2025,CoolIT,Software,18798.3,26,Porto,12,7,9,2089.53,5,18,4662,fcp793e6v1@coolit.com,Active
Vendor-2026,GreenCompute,Renewable Energy,5171.6,14,Milan,36,18,11,4654.02,3,5,10424,sy7yo867yt@greencompute.com,On Hold
Vendor-2027,TechOptima,Renewable Energy,8187.0,20,Gothenburg,60,16,4,4011.45,2,4,1269,kl2-nyoxsz@techoptima.com,On Hold
Vendor-2028,GreenCompute,Software,17526.0,20,Gothenburg,60,19,10,1952.19,2,17,6693,yar9i--st5@greencompute.com,Cancelled
Vendor-2029,TechOptima,Hardware,7613.6,16,Porto,12,5,4,1034.34,4,16,6678,9v6nugebq0@techoptima.com,Cancelled
Vendor-2030,EcoInfra,Software,12398.5,12,Graz,24,9,11,1553.04,5,14,7216,a4epbauacx@ecoinfra.com,Active
Vendor-2031,GreenCompute,Software,18327.6,14,Porto,24,23,7,1529.76,5,7,7334,ab2l08q1ys@greencompute.com,Active
Vendor-2032,TechOptima,Monitoring,5070.8,18,Warsaw,12,24,10,2904.5,4,18,9333,gg5wkhiwk8@techoptima.com,Active
Vendor-2033,PowerSolutions,Renewable Energy,5052.9,22,Cork,12,9,6,1746.4,3,14,2641,v34bsw0x4f@powersolutions.com,In Development
Vendor-2034,PowerSolutions,Software,12361.4,11,Gothenburg,48,5,12,4160.54,4,10,1382,ticfr14yak@powersolutions.com,In Development
Vendor-2035,GreenCompute,Hardware,24673.2,16,Cork,48,22,13,2845.75,5,14,1847,qxp1s0lq_y@greencompute.com,In Development
Vendor-2036,GreenCompute,Hardware,8971.2,21,Cork,24,24,12,2374.46,5,6,4211,c7vtq16i8n@greencompute.com,Active
Vendor-2037,GreenCompute,Renewable Energy,13897.6,16,Lyon,36,14,8,2210.38,5,10,5520,cyij4zula0@greencompute.com,In Development
Vendor-2038,EcoInfra,Hardware,18587.7,10,Cambridge,60,22,13,554.15,3,19,10786,2yz_di5_vm@ecoinfra.com,Active
Vendor-2039,CoolIT,Hardware,12648.2,14,Warsaw,24,17,2,3128.19,4,4,5538,f4cwwd4_9x@coolit.com,Pending
Vendor-2040,PowerSolutions,Renewable Energy,16968.6,21,Cork,36,8,2,3717.78,3,19,7031,lrgy2vkohj@powersolutions.com,On Hold
Vendor-2041,CoolIT,Monitoring,5854.8,17,Gothenburg,36,9,6,4520.57,5,18,3105,kr5ptxtb8j@coolit.com,Inactive
Vendor-2042,EcoInfra,Monitoring,15305.7,26,Cork,12,14,2,1550.9,3,10,5197,_8d9-izuzf@ecoinfra.com,Active
Vendor-2043,GreenCompute,Software,10816.8,27,Cambridge,24,24,8,4342.43,4,11,3478,lcri5bjsgz@greencompute.com,In Development
Vendor-2044,TechOptima,Monitoring,23526.6,20,Milan,48,11,4,2637.15,4,15,6279,b2b8zvex7d@techoptima.com,In Development
Vendor-2045,GreenCompute,Monitoring,15565.3,13,Warsaw,60,11,4,4167.03,3,4,9297,aye7r-lnni@greencompute.com,In Development
Vendor-2046,PowerSolutions,Monitoring,11621.9,24,Gothenburg,36,12,1,1617.42,4,5,5774,dsw2iyqf9l@powersolutions.com,Cancelled
Vendor-2047,TechOptima,Renewable Energy,10266.7,27,Lyon,36,12,10,2025.98,4,4,1566,x0ob6cma2r@techoptima.com,Active
Vendor-2048,CoolIT,Renewable Energy,6787.3,23,Graz,60,19,10,506.88,3,18,5558,lus6v36e_q@coolit.com,On Hold
Vendor-2049,GreenCompute,Software,16838.5,26,Warsaw,48,8,8,1462.05,4,14,8755,jxs-4a-kg0@greencompute.com,In Development
Vendor-2050,TechOptima,Monitoring,8642.1,24,Cambridge,24,19,11,2998.12,2,9,3588,9visj7cre2@techoptima.com,Active
Vendor-2051,GreenCompute,Software,23058.4,10,Porto,60,21,2,3753.58,4,6,5697,gxba_s8b8q@greencompute.com,Active
Vendor-2052,TechOptima,Software,23833.2,27,Munich,12,17,7,1033.91,4,8,9792,76ceyyugw6@techoptima.com,In Development
Vendor-2053,TechOptima,Software,14282.8,23,Milan,12,24,3,3502.41,4,4,10335,pk7ut281gg@techoptima.com,Active
Vendor-2054,GreenCompute,Monitoring,12426.0,25,Graz,36,9,9,3167.71,2,10,6238,iqeau-x27z@greencompute.com,In Development
Vendor-2055,CoolIT,Monitoring,13443.2,19,Munich,24,13,6,3733.88,4,10,9656,fw69_1gv-5@coolit.com,Active
Vendor-2056,EcoInfra,Monitoring,11452.3,12,Milan,24,11,4,3282.21,3,5,7199,oo4mo-5v4c@ecoinfra.com,Cancelled
Vendor-2057,TechOptima,Renewable Energy,23419.2,23,Cambridge,24,19,5,4581.6,3,4,8341,k9cvt66cxu@techoptima.com,Cancelled
Vendor-2058,PowerSolutions,Renewable Energy,23925.8,27,Graz,48,21,7,4793.85,4,4,10337,h4mjnynoyb@powersolutions.com,In Development
Vendor-2059,GreenCompute,Renewable Energy,12792.8,22,Warsaw,48,6,10,1870.55,2,3,6975,237wue0pm3@greencompute.com,Pending
Vendor-2060,TechOptima,Software,22489.1,23,Graz,12,17,9,3803.05,4,3,2987,f5vpv7domi@techoptima.com,Pending
Vendor-2061,EcoInfra,Software,17549.2,14,Porto,60,21,6,3452.39,1,16,6755,j7rm20ddg8@ecoinfra.com,Active
Vendor-2062,TechOptima,Software,21744.8,21,Lyon,24,23,12,3097.61,5,19,8700,9c803fcfsg@techoptima.com,Cancelled
Vendor-2063,TechOptima,Hardware,15420.7,13,Lyon,12,13,1,1427.1,4,14,2382,pwa6j2slpc@techoptima.com,In Development
Vendor-2064,TechOptima,Renewable Energy,7339.3,24,Munich,12,15,1,1219.29,5,12,6114,qqinpw-w7o@techoptima.com,In Development
Vendor-2065,EcoInfra,Monitoring,13667.0,27,Porto,24,7,10,2773.76,3,7,2753,20b_vuej02@ecoinfra.com,On Hold
Vendor-2066,TechOptima,Hardware,15142.0,17,Cambridge,60,8,10,1669.03,1,10,8349,95yjsk2drw@techoptima.com,In Development
Vendor-2067,EcoInfra,Software,19136.8,13,Munich,60,16,3,3039.49,3,5,9136,1x0466xm0t@ecoinfra.com,Cancelled
Vendor-2068,GreenCompute,Hardware,20677.3,22,Gothenburg,60,16,13,2187.02,5,18,6532,bjcd0b2fhg@greencompute.com,Active
Vendor-2069,EcoInfra,Renewable Energy,7298.0,19,Cork,48,17,11,1417.83,4,13,2504,o34jwvrfd6@ecoinfra.com,Active
Vendor-2070,CoolIT,Software,18031.2,28,Porto,60,5,2,1250.12,4,3,4687,t0gy6iawz2@coolit.com,On Hold
Vendor-2071,PowerSolutions,Hardware,14985.0,25,Graz,36,21,3,1157.26,5,15,9094,duo16jha79@powersolutions.com,On Hold
Vendor-2072,CoolIT,Hardware,16007.2,18,Milan,24,10,11,634.7,4,18,4651,vmtukds0y0@coolit.com,On Hold
Vendor-2073,PowerSolutions,Renewable Energy,8572.3,28,Munich,24,15,12,4793.66,4,5,2776,9nd6m0s_c-@powersolutions.com,Inactive
Vendor-2074,GreenCompute,Renewable Energy,6989.0,21,Munich,12,18,1,4728.32,3,9,6903,ve-ykg-p4n@greencompute.com,Active
Vendor-2075,TechOptima,Monitoring,11168.3,12,Cork,12,8,11,582.97,3,8,10711,q6-4tnh76b@techoptima.com,Active
Vendor-2076,CoolIT,Renewable Energy,10824.9,14,Milan,24,11,7,2825.13,5,6,8931,7nf0ooqnl0@coolit.com,Active
Vendor-2077,CoolIT,Monitoring,11140.7,12,Graz,60,21,2,1847.73,5,18,3872,x1r9bvr13y@coolit.com,Active
Vendor-2078,CoolIT,Software,24927.3,14,Munich,60,9,1,4730.61,4,14,5576,s18n8r4ct1@coolit.com,Active
Vendor-2079,EcoInfra,Monitoring,15766.2,20,Lyon,12,13,4,4768.58,5,13,4239,kdlt9g2w5j@ecoinfra.com,Pending
Vendor-2080,TechOptima,Hardware,23060.8,16,Cambridge,36,5,8,1191.18,4,18,2374,qwm2vuhlxr@techoptima.com,Active
Vendor-2081,PowerSolutions,Software,18336.7,11,Lyon,36,7,3,4324.45,4,19,7917,w2157y_5cy@powersolutions.com,Active
Vendor-2082,GreenCompute,Software,6791.0,27,Cork,12,12,12,3240.47,2,9,8832,f9jmvsgy5o@greencompute.com,Active
Vendor-2083,PowerSolutions,Monitoring,13265.5,12,Munich,36,13,10,2291.12,5,17,1841,j8008t8k8w@powersolutions.com,Active
Vendor-2084,PowerSolutions,Software,16439.2,19,Porto,36,18,11,3497.54,3,3,3509,0rscx1lox2@powersolutions.com,In Development
Vendor-2085,TechOptima,Hardware,19789.7,25,Graz,12,20,9,4914.41,2,19,8736,aqqb__gni6@techoptima.com,Active
Vendor-2086,CoolIT,Software,17913.1,28,Milan,24,14,8,3921.52,4,12,2902,iroddi-xqz@coolit.com,Active
Vendor-2087,EcoInfra,Hardware,21626.4,15,Porto,12,22,12,1969.69,4,17,8400,_od7v55-9u@ecoinfra.com,Cancelled
Vendor-2088,EcoInfra,Renewable Energy,18774.5,11,Milan,60,20,2,4273.8,5,7,1668,910k97a9wz@ecoinfra.com,Pending
Vendor-2089,EcoInfra,Software,5413.5,16,Milan,48,15,13,4446.92,3,3,4803,z-l3v_29cj@ecoinfra.com,Pending
Vendor-2090,CoolIT,Renewable Energy,6563.6,11,Munich,36,9,13,2366.03,4,3,9121,mz4-6b_0gm@coolit.com,Active
Vendor-2091,GreenCompute,Renewable Energy,18547.5,15,Gothenburg,12,8,11,4506.31,4,16,7186,4e_9dqlou1@greencompute.com,Active
Vendor-2092,PowerSolutions,Monitoring,16435.6,10,Graz,12,14,13,991.08,3,18,5544,-gge4q5v7j@powersolutions.com,In Development
Vendor-2093,PowerSolutions,Renewable Energy,9220.9,23,Porto,12,7,8,1339.12,4,16,3287,yik6cfnmlx@powersolutions.com,Cancelled
Vendor-2094,TechOptima,Renewable Energy,10518.3,10,Cambridge,48,16,4,1328.89,4,16,8554,g7h5hji1a4@techoptima.com,Inactive
Vendor-2095,TechOptima,Monitoring,12373.0,27,Gothenburg,36,12,3,2086.09,4,13,4915,jm4hk-938d@techoptima.com,Active
Vendor-2096,PowerSolutions,Hardware,15733.3,23,Gothenburg,60,6,7,4971.45,3,9,3313,6b5mhqd-9r@powersolutions.com,Cancelled
Vendor-2097,CoolIT,Software,24979.2,22,Milan,24,5,10,2944.75,4,5,1668,8h3z_fn5gu@coolit.com,Pending
Vendor-2098,CoolIT,Renewable Energy,24151.6,21,Cambridge,60,21,3,3534.25,3,6,7150,p5o1797lel@coolit.com,Pending
Vendor-2099,GreenCompute,Renewable Energy,14326.3,21,Porto,12,21,1,1880.54,5,14,6528,y6chws_3ip@greencompute.com,Pending
Vendor-2100,PowerSolutions,Renewable Energy,19489.6,28,Cork,12,16,2,4539.94,3,5,2242,abmaunv0_v@powersolutions.com,In Development
Vendor-2101,PowerSolutions,Renewable Energy,8592.2,12,Cambridge,60,9,4,4802.36,4,5,2408,oem3y5kdyv@powersolutions.com,Active
Vendor-2102,CoolIT,Software,11884.7,27,Graz,24,8,2,3815.89,4,10,10518,aaqiccyx2y@coolit.com,In Development
Vendor-2103,GreenCompute,Renewable Energy,23200.1,13,Munich,12,12,6,4497.53,4,16,7020,h9wutgvntf@greencompute.com,In Development
Vendor-2104,EcoInfra,Software,7671.6,24,Cork,60,14,4,3904.22,4,12,1629,ysmij3ln25@ecoinfra.com,In Development
Vendor-2105,EcoInfra,Hardware,22061.8,25,Cork,12,9,12,4668.86,4,3,4927,yx9fd16kna@ecoinfra.com,Active
Vendor-2106,TechOptima,Monitoring,6093.0,28,Lyon,60,20,4,1003.99,2,13,6406,llu2ik1_1j@techoptima.com,In Development
Vendor-2107,EcoInfra,Monitoring,10936.6,17,Cork,24,16,12,4764.23,4,4,1895,h108uyknvd@ecoinfra.com,Inactive
Vendor-2108,TechOptima,Renewable Energy,10363.5,20,Warsaw,36,7,5,1990.97,3,8,5448,2uohfb468h@techoptima.com,Pending
Vendor-2109,GreenCompute,Monitoring,16904.6,13,Munich,48,9,6,1303.31,4,11,7509,u--_ymftoq@greencompute.com,Cancelled
Vendor-2110,GreenCompute,Monitoring,9545.4,25,Warsaw,60,16,10,4659.1,4,14,4793,q04zqm6syg@greencompute.com,Active
Vendor-2111,TechOptima,Hardware,9006.9,25,Gothenburg,36,7,10,1965.63,1,3,7465,afw4jxeaem@techoptima.com,Active
Vendor-2112,PowerSolutions,Renewable Energy,17283.0,29,Warsaw,24,9,1,1047.37,4,14,9569,559mtr546t@powersolutions.com,On Hold
Vendor-2113,EcoInfra,Monitoring,23767.8,24,Gothenburg,36,21,11,3325.47,2,3,7180,5jjddenk1f@ecoinfra.com,Active
Vendor-2114,PowerSolutions,Software,5072.5,27,Warsaw,60,13,6,3571.09,4,7,8058,gtgz6on9vc@powersolutions.com,Pending
Vendor-2115,GreenCompute,Software,23860.7,10,Lyon,48,8,10,2671.43,5,15,9041,d0_01ht59-@greencompute.com,Active
Vendor-2116,TechOptima,Software,11495.3,13,Lyon,36,6,12,970.15,4,12,9004,t50x6n6muv@techoptima.com,Cancelled
Vendor-2117,GreenCompute,Monitoring,8991.4,21,Munich,36,6,6,4250.2,4,13,4378,5ddez6vdic@greencompute.com,Cancelled
Vendor-2118,GreenCompute,Software,13576.3,21,Lyon,36,19,1,2941.45,4,4,1030,7x50254qdj@greencompute.com,Active
Vendor-2119,TechOptima,Software,24946.4,26,Gothenburg,48,20,10,3384.66,3,6,4158,tdk92_kjr7@techoptima.com,Active
Vendor-2120,EcoInfra,Hardware,16388.1,26,Graz,24,20,4,515.22,3,17,6679,cnurbh83ga@ecoinfra.com,Active
Vendor-2121,EcoInfra,Renewable Energy,23294.7,16,Munich,24,16,9,3545.25,5,6,3395,gx6fiuj4dn@ecoinfra.com,Active
Vendor-2122,EcoInfra,Software,18857.1,25,Cork,60,5,5,2393.11,3,6,5125,0fo3p5e-ix@ecoinfra.com,Active
Vendor-2123,CoolIT,Renewable Energy,17383.9,22,Graz,36,17,11,1291.32,5,13,4527,2rcvntt_-d@coolit.com,Active
Vendor-2124,TechOptima,Software,8072.3,24,Porto,12,14,13,957.52,4,6,9082,h4biao6z4k@techoptima.com,Active
Vendor-2125,GreenCompute,Hardware,13612.2,29,Munich,36,22,4,2038.84,2,10,1482,7qrj_d0b6w@greencompute.com,Inactive
Vendor-2126,EcoInfra,Hardware,15370.0,22,Warsaw,48,6,6,3231.99,4,11,10277,t1vvwtkv-l@ecoinfra.com,Active
Vendor-2127,CoolIT,Renewable Energy,21296.1,24,Warsaw,24,13,2,1664.28,1,17,3406,re85owk9ny@coolit.com,In Development
Vendor-2128,GreenCompute,Hardware,20766.7,14,Graz,24,10,5,557.42,4,7,8457,az9v4-5qtt@greencompute.com,Active
Vendor-2129,CoolIT,Renewable Energy,22695.8,23,Cork,24,5,10,2429.48,5,5,8037,yt0vpip5zt@coolit.com,Inactive
Vendor-2130,CoolIT,Software,21593.0,28,Cambridge,12,9,1,1462.38,4,10,9685,hpvhw7yiu9@coolit.com,Active
Vendor-2131,EcoInfra,Monitoring,22111.8,13,Cambridge,36,15,11,2005.7,3,9,7319,yc2az4igvw@ecoinfra.com,Pending
Vendor-2132,CoolIT,Renewable Energy,5075.1,18,Cambridge,60,15,13,966.57,5,12,10162,g25x_50ibh@coolit.com,Inactive
Vendor-2133,PowerSolutions,Monitoring,8571.9,18,Milan,24,17,13,883.4,1,17,1052,7_nssvzhbm@powersolutions.com,In Development
Vendor-2134,TechOptima,Software,7052.2,20,Lyon,24,10,10,1072.67,1,17,3765,0qx_o7-bn3@techoptima.com,Active
Vendor-2135,TechOptima,Renewable Energy,7231.4,26,Cambridge,36,17,2,3094.39,5,18,7879,abs6gk8gim@techoptima.com,In Development
Vendor-2136,CoolIT,Hardware,7116.1,23,Gothenburg,60,13,12,1087.4,2,3,2441,0tdv8x--xv@coolit.com,Inactive
Vendor-2137,GreenCompute,Software,14288.4,12,Gothenburg,60,17,3,686.78,5,12,10892,19ymcr_-yt@greencompute.com,In Development
Vendor-2138,GreenCompute,Hardware,13522.5,24,Graz,24,5,13,3378.23,3,7,9604,1nhylsu6ah@greencompute.com,In Development
Vendor-2139,CoolIT,Monitoring,13180.3,15,Porto,36,8,6,1151.22,4,10,10816,in_t-f66d6@coolit.com,Inactive
Vendor-2140,TechOptima,Software,9228.9,16,Porto,12,7,6,749.47,4,11,4929,9in4ab-cby@techoptima.com,Active
Vendor-2141,GreenCompute,Software,13630.2,11,Lyon,24,10,1,4138.33,3,19,8907,3ir5sx0odx@greencompute.com,Cancelled
Vendor-2142,EcoInfra,Hardware,7599.4,24,Cambridge,24,6,4,2197.69,5,15,4694,gy8wg2evtp@ecoinfra.com,On Hold
Vendor-2143,PowerSolutions,Hardware,20654.8,12,Cork,48,13,9,3196.24,5,15,3505,2yacdb-z8u@powersolutions.com,Active
Vendor-2144,GreenCompute,Renewable Energy,21149.7,26,Cambridge,12,7,9,1089.23,2,3,5817,3cc2_1s9gh@greencompute.com,On Hold
Vendor-2145,GreenCompute,Monitoring,21854.3,28,Cambridge,60,16,9,2252.1,3,17,6990,t0e8qvby8l@greencompute.com,In Development
Vendor-2146,CoolIT,Software,24878.5,11,Cork,48,17,7,2471.54,4,15,7840,3-7j3k7bph@coolit.com,Active
Vendor-2147,PowerSolutions,Renewable Energy,5724.3,16,Warsaw,36,6,13,4241.71,4,15,9082,uagnexvhmx@powersolutions.com,On Hold
Vendor-2148,GreenCompute,Renewable Energy,16391.2,29,Cambridge,24,16,1,3139.5,3,4,3902,cc-otk7uum@greencompute.com,In Development
Vendor-2149,TechOptima,Monitoring,9851.2,27,Warsaw,12,9,10,4997.21,3,14,5335,bbw0rxfwx4@techoptima.com,Active
Vendor-2150,TechOptima,Monitoring,13048.9,10,Cork,60,13,4,1422.64,4,10,7019,sh3woa709n@techoptima.com,Active
Vendor-2151,EcoInfra,Hardware,21666.1,10,Milan,48,16,3,649.55,4,4,4453,0-tpzetzud@ecoinfra.com,Active
Vendor-2152,TechOptima,Hardware,9646.3,14,Cambridge,48,7,9,3258.04,5,10,9502,9_gvonmac3@techoptima.com,In Development
Vendor-2153,GreenCompute,Monitoring,22670.2,12,Milan,60,9,13,2528.64,4,9,2736,o_ryvp5nzp@greencompute.com,Cancelled
Vendor-2154,TechOptima,Monitoring,20122.9,10,Warsaw,24,21,13,4445.45,5,3,7607,m1asvrab2h@techoptima.com,On Hold
Vendor-2155,TechOptima,Software,11712.1,20,Cork,12,17,1,4105.43,4,16,1580,9-gv8o8vxb@techoptima.com,Active
Vendor-2156,PowerSolutions,Software,11193.4,20,Gothenburg,12,7,3,4108.6,4,3,10071,_r0cy3b0aq@powersolutions.com,Active
Vendor-2157,TechOptima,Renewable Energy,10684.9,26,Lyon,48,22,7,3333.5,1,15,6593,nkz1q3neim@techoptima.com,Active
Vendor-2158,GreenCompute,Hardware,6050.5,16,Porto,60,20,13,2936.06,1,4,3264,cno91qbwnb@greencompute.com,Active
Vendor-2159,GreenCompute,Hardware,5875.8,13,Warsaw,60,6,1,1676.75,3,18,7038,_icutot0yo@greencompute.com,Active
Vendor-2160,TechOptima,Monitoring,8845.2,17,Graz,60,15,9,1159.31,4,15,6817,uh7kx7unpq@techoptima.com,On Hold
Vendor-2161,EcoInfra,Software,19760.7,20,Porto,36,18,10,2197.42,4,5,8977,1gc41rwu81@ecoinfra.com,Cancelled
Vendor-2162,PowerSolutions,Monitoring,20005.4,29,Cork,24,14,8,2024.19,4,3,3006,pok2qhrwfk@powersolutions.com,In Development
Vendor-2163,PowerSolutions,Software,18025.3,11,Munich,36,14,13,1758.94,4,14,4833,wsu8jjv1na@powersolutions.com,In Development
Vendor-2164,GreenCompute,Renewable Energy,16968.6,15,Gothenburg,24,11,9,4917.72,5,9,10639,g2twdopayd@greencompute.com,Active
Vendor-2165,PowerSolutions,Hardware,6565.0,18,Cork,48,20,11,1276.82,4,9,5946,may79anv6j@powersolutions.com,Inactive
Vendor-2166,PowerSolutions,Monitoring,6957.7,16,Lyon,12,23,10,568.85,5,19,5256,d0c-c8ilad@powersolutions.com,Active
Vendor-2167,EcoInfra,Software,17283.3,24,Cambridge,24,21,8,786.47,3,12,2605,h1umt0-gsn@ecoinfra.com,Active
Vendor-2168,PowerSolutions,Hardware,19464.8,14,Milan,24,11,10,3792.3,5,19,3541,1qx5ssug02@powersolutions.com,Active
Vendor-2169,EcoInfra,Hardware,7638.8,29,Munich,36,7,6,1909.23,1,7,5267,kfoj8zgpwq@ecoinfra.com,In Development
Vendor-2170,TechOptima,Monitoring,9858.1,21,Cambridge,36,6,3,3947.42,3,17,5392,0r7wr5a9mz@techoptima.com,Active
Vendor-2171,PowerSolutions,Hardware,15135.6,14,Lyon,24,6,7,4864.37,3,8,2711,eno7vk0px6@powersolutions.com,Pending
Vendor-2172,TechOptima,Hardware,8729.0,15,Graz,48,5,8,1780.79,4,8,5322,kw4_5hngjy@techoptima.com,Active
Vendor-2173,TechOptima,Monitoring,7351.5,25,Lyon,12,19,6,1532.84,3,9,8129,9qaulgeo7v@techoptima.com,In Development
Vendor-2174,CoolIT,Software,22446.1,18,Lyon,48,18,2,2313.1,4,14,5222,syq5wfda72@coolit.com,Pending
Vendor-2175,EcoInfra,Hardware,9495.3,21,Milan,36,18,3,792.27,5,7,2305,d-0mc-fjw4@ecoinfra.com,On Hold
Vendor-2176,EcoInfra,Software,6071.7,21,Porto,24,17,6,3783.53,4,13,3460,oq260b1dmf@ecoinfra.com,In Development
Vendor-2177,EcoInfra,Monitoring,23116.4,10,Warsaw,24,23,6,1479.88,4,6,5437,pdvy634ui_@ecoinfra.com,Active
Vendor-2178,CoolIT,Monitoring,6153.9,22,Cambridge,12,15,13,3480.8,3,9,2083,1_5wwdfxs9@coolit.com,Cancelled
Vendor-2179,EcoInfra,Monitoring,19791.9,20,Graz,36,15,10,2449.31,5,12,1337,-e-uo665u5@ecoinfra.com,In Development
Vendor-2180,GreenCompute,Hardware,22647.4,29,Cambridge,24,24,4,2649.75,4,13,4819,or2r0t0ani@greencompute.com,In Development
Vendor-2181,GreenCompute,Monitoring,12678.8,19,Munich,36,7,13,4514.24,5,4,6994,10qowd5pt0@greencompute.com,Active
Vendor-2182,EcoInfra,Hardware,11949.4,21,Cork,60,21,10,1997.82,4,13,7372,c5ip3otqhi@ecoinfra.com,Cancelled
Vendor-2183,TechOptima,Renewable Energy,8896.4,17,Graz,60,15,5,791.5,3,14,10803,3epgglpic9@techoptima.com,Active
Vendor-2184,TechOptima,Hardware,12560.0,13,Cork,60,10,5,2670.23,4,10,2074,plnw6a_r7a@techoptima.com,Active
Vendor-2185,CoolIT,Renewable Energy,13921.1,23,Milan,36,5,3,4013.19,5,5,5999,lztch3w4ov@coolit.com,Inactive
Vendor-2186,CoolIT,Monitoring,7530.9,10,Munich,60,16,4,3254.41,4,14,6403,rahjfqqsvi@coolit.com,Active
Vendor-2187,EcoInfra,Monitoring,9323.4,13,Graz,48,21,7,2878.4,2,10,2858,jtz-pqz33u@ecoinfra.com,Active
Vendor-2188,CoolIT,Renewable Energy,12473.4,24,Porto,12,15,9,4682.14,4,12,4193,sbf11d7lz_@coolit.com,Active
Vendor-2189,GreenCompute,Software,12339.5,21,Porto,12,9,9,3582.81,2,18,4798,v3jhimd60j@greencompute.com,Active
