Vendor ID,Vendor Name,Technology Type,Cost (€),Energy Savings (%),Vendor Location,Contract Duration (Months),Technology ROI (%),Installation Time (Days),Maintenance Cost (€/Year),Vendor Rating (1-5),Technology Lifespan (Years),Carbon Reduction (kg CO2/Year),Vendor Contact,Technology Status
Vendor-1970,PowerSolutions,Monitoring,12370.9,20,Amsterdam,12,8,10,2931.25,4,10,6100,h7e2-1mymd@powersolutions.com,Inactive
Vendor-1971,GreenCompute,Monitoring,8313.4,13,Paris,48,8,3,2832.27,5,3,9853,rlu9nj8lvt@greencompute.com,Active
Vendor-1972,EcoInfra,Monitoring,19517.6,25,Amsterdam,60,16,3,4658.93,3,13,7808,bbl96hzcub@ecoinfra.com,Active
Vendor-1973,GreenCompute,Software,24598.1,13,London,24,20,6,4450.3,4,19,9865,i38ux8-axz@greencompute.com,Active
Vendor-1974,TechOptima,Renewable Energy,9831.2,18,Vienna,24,7,4,628.5,3,15,3011,k1lq7su54-@techoptima.com,Active
Vendor-1975,TechOptima,Renewable Energy,17036.5,15,London,12,14,4,3239.32,3,5,3738,3kdpphu0jz@techoptima.com,Active
Vendor-1976,PowerSolutions,Hardware,9654.0,14,Dublin,24,21,11,3231.9,4,5,4360,8z4_c11v9x@powersolutions.com,Cancelled
Vendor-1977,EcoInfra,Software,14831.3,22,Stockholm,24,6,2,4659.52,4,9,2388,cnlwny1o4e@ecoinfra.com,Active
Vendor-1978,GreenCompute,Renewable Energy,21080.6,20,Berlin,12,15,7,3710.09,3,17,3122,1xpe3wc7gc@greencompute.com,Active
Vendor-1979,TechOptima,Hardware,14773.4,16,Berlin,36,17,2,2513.86,5,16,9094,6gco_2aczx@techoptima.com,Inactive
Vendor-1980,PowerSolutions,Renewable Energy,21618.1,23,Amsterdam,60,7,5,743.04,5,16,5062,j_rwqfewb-@powersolutions.com,Active
Vendor-1981,PowerSolutions,Renewable Energy,16459.8,24,Rome,12,10,1,886.07,4,14,3620,ubn2i4derc@powersolutions.com,In Development
Vendor-1982,GreenCompute,Hardware,24645.4,10,London,12,6,12,2597.56,5,11,2508,ls33ja35fq@greencompute.com,Active
Vendor-1983,TechOptima,Monitoring,15704.4,16,London,12,24,4,4925.86,4,6,1986,bsaf-nc78j@techoptima.com,Active
Vendor-1984,PowerSolutions,Renewable Energy,19725.6,20,Rome,12,14,6,4961.01,4,6,10725,oj6uisjblh@powersolutions.com,Pending
Vendor-1985,CoolIT,Software,9299.9,11,London,36,10,9,2648.47,5,19,3066,46agrn9-hu@coolit.com,Active
Vendor-1986,GreenCompute,Software,9441.0,24,Stockholm,36,19,13,4478.03,4,7,6543,-917y_p-4j@greencompute.com,Pending
Vendor-1987,EcoInfra,Software,12149.5,28,Lisbon,48,11,7,1456.46,2,17,9275,3wffsho9vj@ecoinfra.com,In Development
Vendor-1988,CoolIT,Monitoring,9403.3,22,Amsterdam,48,8,2,1910.41,2,10,3638,0sijva5wqc@coolit.com,In Development
Vendor-1989,GreenCompute,Hardware,5285.1,13,Amsterdam,24,19,10,2218.53,4,13,3728,5b5k8sx8_4@greencompute.com,Active
Vendor-1990,PowerSolutions,Hardware,9332.5,10,Dublin,36,15,6,3645.63,4,13,2116,r9feo1hvhd@powersolutions.com,Active
Vendor-1991,PowerSolutions,Hardware,14827.1,13,London,12,20,10,4209.35,1,10,4376,35cb7oa1w4@powersolutions.com,Active
Vendor-1992,EcoInfra,Renewable Energy,18374.9,11,London,36,6,12,2264.23,3,11,5878,gy78q7bb9o@ecoinfra.com,Pending
Vendor-1993,TechOptima,Monitoring,16108.0,19,Stockholm,60,22,10,2596.75,4,4,9459,stk0sydq2x@techoptima.com,On Hold
Vendor-1994,EcoInfra,Renewable Energy,8792.6,16,Vienna,36,6,4,835.02,3,6,2448,w_fplivj37@ecoinfra.com,Active
Vendor-1995,TechOptima,Renewable Energy,7593.7,10,Stockholm,48,22,9,1752.67,4,9,8577,vgrl2g-4u7@techoptima.com,Active
Vendor-1996,CoolIT,Monitoring,21566.6,16,Dublin,60,22,11,4121.7,1,15,3543,flihspwen3@coolit.com,In Development
Vendor-1997,CoolIT,Renewable Energy,20545.6,24,Amsterdam,48,6,8,686.9,4,13,8143,01qz42jq6u@coolit.com,Active
Vendor-1998,PowerSolutions,Renewable Energy,9857.0,23,Berlin,48,5,6,3898.55,4,12,2145,2vz1g53l2n@powersolutions.com,Active
Vendor-1999,EcoInfra,Software,15411.7,11,London,12,12,4,2783.06,5,3,10283,ubcp-i2amu@ecoinfra.com,In Development
Vendor-2000,GreenCompute,Software,18463.9,19,Amsterdam,60,16,9,1717.82,4,8,3758,r-3d0t54-p@greencompute.com,Active
Vendor-2001,GreenCompute,Software,18883.8,21,Dublin,48,22,5,2605.03,4,3,1291,08ld568ao3@greencompute.com,On Hold
Vendor-2002,GreenCompute,Hardware,14109.2,29,Lisbon,48,15,7,2529.2,5,17,10178,y69j8wnk8u@greencompute.com,Pending
Vendor-2003,GreenCompute,Software,14611.2,13,Rome,36,23,6,4890.51,4,19,9873,iv5y72qaos@greencompute.com,Cancelled
Vendor-2004,PowerSolutions,Renewable Energy,14646.4,29,Dublin,48,12,13,3664.98,4,6,1577,qjkd5brhxe@powersolutions.com,In Development
Vendor-2005,GreenCompute,Renewable Energy,16325.8,13,London,24,14,10,2358.07,3,14,8847,w6t_sspr63@greencompute.com,Active
Vendor-2006,PowerSolutions,Renewable Energy,14336.2,24,Stockholm,36,23,9,4703.8,5,7,10684,0o54py81j0@powersolutions.com,Active
Vendor-2007,GreenCompute,Hardware,14677.6,28,London,24,8,5,4636.96,4,4,6188,_kw7rdzmuz@greencompute.com,In Development
Vendor-2008,PowerSolutions,Renewable Energy,21390.9,13,Vienna,12,18,6,2801.07,5,15,10593,vkrgzizmbj@powersolutions.com,Pending
Vendor-2009,EcoInfra,Monitoring,9113.0,11,Rome,48,14,11,4723.54,3,7,8565,oze4feugsy@ecoinfra.com,In Development
Vendor-2010,CoolIT,Monitoring,14252.5,16,Dublin,60,18,9,3265.4,4,18,3233,y6eb9iszyu@coolit.com,Inactive
Vendor-2011,PowerSolutions,Hardware,18777.6,27,Berlin,12,17,1,3776.97,4,5,1037,kyua4eha8k@powersolutions.com,In Development
Vendor-2012,PowerSolutions,Software,15967.4,25,Paris,60,12,12,2598.55,4,4,4362,d-9tsoyauw@powersolutions.com,Active
Vendor-2013,CoolIT,Hardware,10939.3,11,London,24,19,9,3309.36,2,12,3896,15btt5roqx@coolit.com,Inactive
Vendor-2014,PowerSolutions,Monitoring,6998.7,19,Rome,48,13,13,2269.15,4,19,5202,86vbuc2t04@powersolutions.com,Active
Vendor-2015,EcoInfra,Renewable Energy,18330.9,29,Dublin,60,23,8,1201.59,4,17,5927,1zn5qe7c0q@ecoinfra.com,Active
Vendor-2016,TechOptima,Software,19224.3,14,Amsterdam,24,10,6,2099.94,1,13,6507,1-99-8gen8@techoptima.com,In Development
Vendor-2017,CoolIT,Hardware,6276.4,12,Vienna,60,10,6,2267.7,3,11,4394,p1m173kfmz@coolit.com,In Development
Vendor-2018,PowerSolutions,Hardware,19466.0,10,Lisbon,36,15,6,3986.54,4,15,6259,rit4rqbx_y@powersolutions.com,Active
Vendor-2019,EcoInfra,Renewable Energy,21479.8,19,Stockholm,24,14,3,2307.25,5,12,4029,dsw1akfp77@ecoinfra.com,Inactive
Vendor-2020,GreenCompute,Renewable Energy,22900.7,25,Dublin,36,9,9,2629.97,3,9,1949,lrl1sf_3dt@greencompute.com,Cancelled
Vendor-2021,CoolIT,Renewable Energy,24709.5,19,London,12,11,4,3921.52,4,6,1077,un3hq_3xiq@coolit.com,Cancelled
Vendor-2022,GreenCompute,Software,16782.0,22,Vienna,60,17,11,2909.77,4,14,1807,s8v_cbev0g@greencompute.com,Active
Vendor-2023,EcoInfra,Monitoring,24657.0,14,Paris,24,24,3,2049.35,2,12,9159,wstvr1xjm-@ecoinfra.com,In Development
Vendor-2024,CoolIT,Monitoring,15974.7,13,Paris,12,11,3,533.11,4,12,10096,oxww0gp1lp@coolit.com,Inactive
Vendor-2025,PowerSolutions,Software,18482.3,26,London,12,9,5,3858.98,4,10,8600,caa_t4ryqy@powersolutions.com,Active
Vendor-2026,TechOptima,Software,18762.4,17,Amsterdam,12,21,9,4646.25,3,19,7947,dez__wjlba@techoptima.com,Active
Vendor-2027,TechOptima,Hardware,19760.7,17,Vienna,48,5,3,524.5,2,9,1788,owkvuhsarb@techoptima.com,In Development
Vendor-2028,PowerSolutions,Renewable Energy,20413.3,20,Stockholm,36,17,12,3501.15,4,6,3572,1lsor8047n@powersolutions.com,Active
Vendor-2029,EcoInfra,Monitoring,16283.8,13,Rome,36,22,13,2808.49,4,4,5343,zzlq4julob@ecoinfra.com,Active
Vendor-2030,GreenCompute,Monitoring,20376.1,28,London,24,17,8,4234.5,4,12,8611,z8id0lkz_6@greencompute.com,In Development
Vendor-2031,EcoInfra,Hardware,10061.3,22,Paris,12,18,11,1252.84,4,17,3185,m7qw7w19h8@ecoinfra.com,In Development
Vendor-2032,CoolIT,Software,15324.3,20,London,60,21,10,2088.19,4,3,1523,xe-y6t9gsf@coolit.com,Pending
Vendor-2033,TechOptima,Renewable Energy,8530.0,25,London,36,16,13,923.14,4,19,5746,petpa-e3pq@techoptima.com,Active
Vendor-2034,TechOptima,Monitoring,13552.0,16,London,24,20,13,1720.66,3,9,10156,pmo-70_n90@techoptima.com,Active
Vendor-2035,PowerSolutions,Monitoring,12779.3,28,Berlin,24,22,4,2659.17,5,7,4470,vambvxcein@powersolutions.com,Active
Vendor-2036,CoolIT,Monitoring,5542.4,13,Dublin,24,16,2,4632.19,3,12,4043,8seqgiwbc7@coolit.com,Active
Vendor-2037,CoolIT,Monitoring,10619.5,23,Paris,12,20,5,1437.84,1,19,6418,tz3rmuv5zp@coolit.com,Active
Vendor-2038,TechOptima,Monitoring,19069.0,25,Dublin,60,19,13,3605.22,5,3,9771,jokwebaicc@techoptima.com,Cancelled
Vendor-2039,GreenCompute,Renewable Energy,14055.4,10,London,48,10,8,3682.82,3,14,1507,-co1_5_cgg@greencompute.com,Active
Vendor-2040,CoolIT,Monitoring,23466.0,29,Berlin,36,7,9,1040.64,2,5,8268,k6abinmgjr@coolit.com,In Development
Vendor-2041,EcoInfra,Software,13101.5,22,Berlin,36,12,9,4888.98,4,12,5613,o68kdo51h7@ecoinfra.com,Active
Vendor-2042,PowerSolutions,Software,14184.6,22,Lisbon,24,7,10,1270.03,4,10,10595,m529rtcace@powersolutions.com,On Hold
Vendor-2043,EcoInfra,Renewable Energy,20530.5,23,Rome,24,7,11,753.92,3,12,1304,tmis_r0rl1@ecoinfra.com,Inactive
Vendor-2044,CoolIT,Renewable Energy,6715.9,26,Vienna,12,19,2,4854.14,3,16,8220,2hy8pj70mp@coolit.com,On Hold
Vendor-2045,PowerSolutions,Hardware,23489.1,19,London,36,16,1,2193.05,4,7,8850,06zsr6fa01@powersolutions.com,Active
Vendor-2046,TechOptima,Monitoring,14891.7,29,Berlin,12,21,2,1793.13,4,15,2678,cyql9fj59i@techoptima.com,Active
Vendor-2047,EcoInfra,Software,19758.6,21,Rome,12,19,12,1812.82,4,8,10945,x4_c8z2n0b@ecoinfra.com,Pending
Vendor-2048,EcoInfra,Software,19148.5,15,Dublin,60,17,8,565.43,5,16,1369,vugpvp6a0e@ecoinfra.com,Active
Vendor-2049,EcoInfra,Software,11133.0,18,Dublin,48,18,13,3522.57,4,17,1088,wxc_4ft-9_@ecoinfra.com,Active
Vendor-2050,EcoInfra,Software,24990.3,17,Stockholm,12,10,11,3925.6,5,13,4719,go924l9m09@ecoinfra.com,On Hold
Vendor-2051,PowerSolutions,Software,5775.2,28,Vienna,60,17,6,2499.75,5,9,6460,29r96ubrzn@powersolutions.com,Active
Vendor-2052,GreenCompute,Hardware,23591.8,26,Rome,36,18,8,1464.49,4,15,5145,o6sryjoras@greencompute.com,Pending
Vendor-2053,PowerSolutions,Hardware,6950.8,28,Lisbon,36,7,12,2529.79,4,6,5538,--ixznie9d@powersolutions.com,Active
Vendor-2054,CoolIT,Monitoring,11198.3,19,Stockholm,36,16,6,4738.69,4,14,8067,ccnk1fyrym@coolit.com,In Development
Vendor-2055,GreenCompute,Monitoring,23005.9,18,Rome,36,15,9,1226.52,3,11,7266,hlp4es0mio@greencompute.com,Pending
Vendor-2056,EcoInfra,Renewable Energy,9281.1,11,Rome,48,14,7,803.22,1,5,2983,t3cxjicogq@ecoinfra.com,Active
Vendor-2057,TechOptima,Renewable Energy,6273.8,18,Berlin,36,11,9,2107.92,4,16,10892,ec71odugv9@techoptima.com,Active
Vendor-2058,TechOptima,Renewable Energy,19477.7,26,Amsterdam,36,6,1,4578.45,4,17,3699,y-y9ricdtj@techoptima.com,Pending
Vendor-2059,TechOptima,Software,10753.0,11,London,48,22,8,2168.12,3,12,5324,lzader8qbn@techoptima.com,Active
Vendor-2060,PowerSolutions,Renewable Energy,12979.8,24,Dublin,48,19,8,3755.16,4,19,4712,ctfvdg9zlp@powersolutions.com,On Hold
Vendor-2061,CoolIT,Hardware,13966.5,17,Berlin,24,18,6,669.74,4,7,10590,43d-s13vr9@coolit.com,On Hold
Vendor-2062,CoolIT,Renewable Energy,18542.6,27,Rome,60,5,11,2023.73,4,5,1770,cw2tx86t2a@coolit.com,In Development
Vendor-2063,GreenCompute,Software,19672.4,17,Vienna,24,6,4,3135.53,4,16,6227,ox-pyaouiq@greencompute.com,Cancelled
Vendor-2064,TechOptima,Hardware,11681.8,28,Dublin,24,12,9,2829.13,1,3,6123,8vzy3kwsuc@techoptima.com,Active
Vendor-2065,TechOptima,Hardware,23079.2,23,Lisbon,60,12,5,2987.55,4,18,7533,c7bewhcdjp@techoptima.com,Inactive
Vendor-2066,GreenCompute,Monitoring,9287.7,12,Lisbon,60,11,8,2404.37,4,10,7126,dr8gwyfa2q@greencompute.com,Inactive
Vendor-2067,EcoInfra,Monitoring,20186.9,25,Lisbon,24,7,6,3265.35,3,16,3544,im9tpgftgb@ecoinfra.com,Active
Vendor-2068,TechOptima,Renewable Energy,19474.3,28,Stockholm,60,9,10,4218.93,4,15,5151,s0nd5re3nb@techoptima.com,Active
Vendor-2069,EcoInfra,Renewable Energy,15452.1,18,Amsterdam,12,20,7,864.61,5,5,10733,7v6c84pr4q@ecoinfra.com,Cancelled
Vendor-2070,PowerSolutions,Renewable Energy,24428.8,26,London,12,17,6,2247.61,5,6,4035,uoo58v3-x1@powersolutions.com,Cancelled
Vendor-2071,EcoInfra,Renewable Energy,14359.7,15,Dublin,24,19,3,3746.68,4,14,6876,su8lqmpw-q@ecoinfra.com,Active
Vendor-2072,GreenCompute,Hardware,22180.4,18,Dublin,24,16,11,4059.0,3,16,10409,pz4ji_vhye@greencompute.com,Cancelled
Vendor-2073,EcoInfra,Renewable Energy,6252.6,29,Dublin,60,12,10,3304.03,4,10,2937,8ldi4qzm2i@ecoinfra.com,Active
Vendor-2074,PowerSolutions,Monitoring,12971.5,24,Dublin,48,18,9,2268.2,4,12,4788,hjb8x6gufd@powersolutions.com,Pending
Vendor-2075,GreenCompute,Monitoring,9296.9,26,Vienna,36,24,8,1689.77,4,4,5249,ik7y7kbpur@greencompute.com,In Development
Vendor-2076,TechOptima,Software,22138.9,17,Berlin,36,22,8,2719.43,5,10,7194,ip66w70f29@techoptima.com,Active
Vendor-2077,TechOptima,Monitoring,13563.5,18,Vienna,48,14,8,2050.72,4,6,4643,imdky7nvq6@techoptima.com,In Development
Vendor-2078,CoolIT,Monitoring,15550.1,14,London,48,9,11,3537.41,3,18,10821,h6bidp_ay8@coolit.com,In Development
Vendor-2079,CoolIT,Renewable Energy,18308.2,14,London,48,9,7,3713.12,4,9,4781,a18yxu98kx@coolit.com,Active
Vendor-2080,TechOptima,Hardware,13110.5,26,Dublin,12,14,6,2885.41,3,10,3239,_w8a0pdc8l@techoptima.com,In Development
Vendor-2081,PowerSolutions,Renewable Energy,12232.2,13,London,24,22,5,4132.62,4,17,9252,uhoffp-svg@powersolutions.com,On Hold
Vendor-2082,PowerSolutions,Hardware,11734.8,23,Stockholm,36,13,2,1053.58,4,4,10569,nhk_2896zs@powersolutions.com,Active
Vendor-2083,TechOptima,Hardware,20417.2,22,Rome,60,12,4,4488.04,4,19,5031,llvf1ks81r@techoptima.com,On Hold
Vendor-2084,PowerSolutions,Software,24736.6,20,Vienna,48,10,1,1069.11,4,10,2425,qacenivt2c@powersolutions.com,On Hold
Vendor-2085,GreenCompute,Software,11512.2,23,Amsterdam,24,22,11,3577.17,2,13,5079,clsj3-vhe3@greencompute.com,Cancelled
Vendor-2086,EcoInfra,Hardware,18479.0,26,Amsterdam,36,8,4,2303.54,4,19,8357,ik4x7xw2pw@ecoinfra.com,Cancelled
Vendor-2087,GreenCompute,Renewable Energy,22561.7,18,Stockholm,36,5,10,2508.95,4,13,6597,4-r_9tx8wh@greencompute.com,Active
Vendor-2088,GreenCompute,Software,24677.2,18,Paris,24,9,2,4661.33,4,12,2189,6gdfjyacry@greencompute.com,Active
Vendor-2089,PowerSolutions,Hardware,16566.1,28,Amsterdam,12,12,11,2896.09,4,4,3570,nm5ub0cjmg@powersolutions.com,On Hold
Vendor-2090,TechOptima,Renewable Energy,8660.2,25,Amsterdam,48,10,8,1204.82,4,18,8520,ncamimt6fw@techoptima.com,Cancelled
Vendor-2091,TechOptima,Monitoring,15875.5,16,London,60,19,5,3688.42,4,13,6986,wkyo222p4b@techoptima.com,Active
Vendor-2092,TechOptima,Software,18105.8,13,Amsterdam,36,12,13,4455.75,4,19,6053,h9prcc9mfi@techoptima.com,Inactive
Vendor-2093,EcoInfra,Software,14585.9,10,Amsterdam,60,6,11,4662.69,4,7,7528,_oklk8ffqe@ecoinfra.com,Active
Vendor-2094,TechOptima,Monitoring,11155.0,25,Paris,24,5,5,2310.05,4,8,4286,x1lbe9yx82@techoptima.com,Active
Vendor-2095,TechOptima,Software,11255.9,27,Berlin,60,14,1,4159.44,1,14,3382,suncuwlcwz@techoptima.com,Pending
Vendor-2096,PowerSolutions,Hardware,21014.6,15,Paris,12,21,1,3784.21,4,7,2432,5sl9g8-yab@powersolutions.com,In Development
Vendor-2097,CoolIT,Software,24318.0,24,Vienna,48,19,4,4541.69,4,6,9357,k6r7ek9_ws@coolit.com,Cancelled
Vendor-2098,CoolIT,Software,18768.1,19,Amsterdam,60,9,11,3840.63,3,4,4605,wh9j3q3w9y@coolit.com,In Development
Vendor-2099,PowerSolutions,Renewable Energy,14102.1,23,Rome,48,16,3,4312.64,4,17,8446,s4kcqv2rhc@powersolutions.com,In Development
Vendor-2100,TechOptima,Hardware,11372.7,27,Dublin,24,7,2,2374.49,3,7,1018,eoxs0-x93o@techoptima.com,Pending
Vendor-2101,CoolIT,Hardware,8234.8,10,Stockholm,60,12,5,2681.7,5,3,6441,gyhggh2gzx@coolit.com,In Development
Vendor-2102,TechOptima,Hardware,10972.6,21,London,36,14,5,1431.27,4,19,2443,96wloemquu@techoptima.com,In Development
Vendor-2103,GreenCompute,Software,5351.0,21,Vienna,12,22,1,3413.14,2,7,3996,dq5c5p7i7m@greencompute.com,Active
Vendor-2104,EcoInfra,Software,11704.7,12,Paris,36,20,12,1020.79,3,9,6371,jn2r9sosu6@ecoinfra.com,Active
Vendor-2105,TechOptima,Monitoring,8582.3,10,Rome,36,12,4,1749.05,3,14,9303,tdre21rt-2@techoptima.com,In Development
Vendor-2106,PowerSolutions,Renewable Energy,5508.6,11,Vienna,36,15,10,3726.51,4,19,2078,c2nn_rvav5@powersolutions.com,On Hold
Vendor-2107,PowerSolutions,Monitoring,7386.1,18,Stockholm,60,15,5,4571.36,1,8,3898,hnah10opjp@powersolutions.com,Active
Vendor-2108,PowerSolutions,Monitoring,23031.3,18,Berlin,48,10,6,4102.91,4,4,8321,tr36q31nv8@powersolutions.com,Active
Vendor-2109,EcoInfra,Hardware,10451.1,16,Paris,60,24,6,3078.53,4,15,4498,tthrz-juxe@ecoinfra.com,In Development
Vendor-2110,TechOptima,Software,15761.1,18,Lisbon,12,18,9,4693.94,4,18,4450,-q7kl4zbls@techoptima.com,Pending
Vendor-2111,CoolIT,Hardware,9980.8,11,Rome,60,16,3,3364.13,4,10,2373,6xiff5fo_s@coolit.com,In Development
Vendor-2112,GreenCompute,Software,18081.9,19,Lisbon,48,20,5,1466.47,4,11,2780,l_sd2d9ewm@greencompute.com,In Development
Vendor-2113,TechOptima,Software,8203.8,18,Amsterdam,60,22,5,2445.17,4,19,9667,o69048csc0@techoptima.com,Inactive
Vendor-2114,EcoInfra,Renewable Energy,13969.4,18,Rome,12,19,2,4403.28,4,6,5064,iq4yd-fo1v@ecoinfra.com,In Development
Vendor-2115,TechOptima,Hardware,9470.1,16,Dublin,12,20,12,4661.97,5,14,3498,kkcl_9cyzu@techoptima.com,Active
Vendor-2116,GreenCompute,Hardware,15893.7,19,London,36,23,2,4603.0,2,15,2652,g_3qfod3gk@greencompute.com,In Development
Vendor-2117,EcoInfra,Software,6980.2,25,Stockholm,24,22,13,688.79,4,17,2238,txa0q96h8b@ecoinfra.com,Inactive
Vendor-2118,CoolIT,Software,16740.6,11,Amsterdam,24,19,3,3399.56,4,18,9015,bzsc09vanv@coolit.com,Inactive
Vendor-2119,TechOptima,Monitoring,19614.0,23,Paris,48,18,1,2742.42,4,6,9903,pypgp1ub0d@techoptima.com,Pending
Vendor-2120,EcoInfra,Monitoring,13974.8,18,London,12,19,12,2499.77,5,9,9591,oo4unykgkd@ecoinfra.com,Active
Vendor-2121,TechOptima,Monitoring,24001.2,13,Stockholm,60,22,7,840.14,5,15,6804,exyb-vp2a5@techoptima.com,Active
Vendor-2122,EcoInfra,Software,9266.8,23,Berlin,60,5,13,2219.62,5,5,7644,wy3fmumsqc@ecoinfra.com,Pending
Vendor-2123,GreenCompute,Renewable Energy,6983.4,23,Amsterdam,60,15,11,2594.29,3,12,7692,n4uox4w9t9@greencompute.com,Inactive
Vendor-2124,PowerSolutions,Hardware,6717.9,10,Lisbon,60,21,13,1860.78,3,11,9602,o60-2bdmey@powersolutions.com,In Development
Vendor-2125,TechOptima,Renewable Energy,11665.3,13,Berlin,24,16,12,4004.56,4,7,5341,c5bmuv6_hr@techoptima.com,Active
Vendor-2126,EcoInfra,Hardware,7900.3,29,Berlin,12,17,7,1424.51,5,13,8746,d8xm7d-t0s@ecoinfra.com,Active
Vendor-2127,EcoInfra,Monitoring,5184.2,29,Paris,12,16,11,2183.77,3,13,8333,stwpc4iuz4@ecoinfra.com,Pending
Vendor-2128,EcoInfra,Renewable Energy,9567.4,10,Vienna,48,17,12,2816.52,5,7,8826,f5zzxz4qc9@ecoinfra.com,Active
Vendor-2129,GreenCompute,Renewable Energy,9701.0,28,London,60,11,6,2911.31,5,15,8541,65yy5vr1zl@greencompute.com,Inactive
Vendor-2130,PowerSolutions,Monitoring,7525.1,23,Paris,36,6,8,1185.46,4,8,7522,t7y9-a1e9-@powersolutions.com,Active
Vendor-2131,TechOptima,Monitoring,12747.1,21,Paris,12,20,8,808.94,4,8,1738,ncmc1cwdlk@techoptima.com,In Development
Vendor-2132,EcoInfra,Renewable Energy,24176.7,26,Lisbon,48,11,7,4450.32,3,14,7448,h45o2r3pkq@ecoinfra.com,On Hold
Vendor-2133,TechOptima,Software,23319.3,22,Stockholm,24,13,3,1057.55,4,6,4465,wb9asgis0n@techoptima.com,Cancelled
Vendor-2134,TechOptima,Hardware,5378.1,15,Berlin,36,19,3,3404.84,4,10,4429,sahqsgppji@techoptima.com,Active
Vendor-2135,EcoInfra,Hardware,21395.1,14,Vienna,48,6,5,3727.76,3,10,10220,z7gz0u7m4q@ecoinfra.com,Inactive
Vendor-2136,CoolIT,Renewable Energy,9480.6,16,Paris,24,19,1,4053.36,4,14,5011,8tsl2igod4@coolit.com,In Development
Vendor-2137,PowerSolutions,Renewable Energy,15746.5,18,Dublin,24,11,13,919.86,4,12,7395,j5p9z51i7r@powersolutions.com,On Hold
Vendor-2138,EcoInfra,Hardware,14342.3,13,Vienna,36,6,9,1843.7,2,7,1093,y40mj1yc7u@ecoinfra.com,In Development
Vendor-2139,GreenCompute,Monitoring,24666.5,19,Vienna,12,18,9,1386.01,1,19,6183,__1mq0s5eh@greencompute.com,Active
Vendor-2140,TechOptima,Renewable Energy,17043.2,19,Berlin,60,11,3,715.06,3,5,6870,wu55tlxq8i@techoptima.com,On Hold
Vendor-2141,TechOptima,Monitoring,17603.2,21,London,24,5,1,3309.38,3,4,3790,wldn6d5fqh@techoptima.com,Cancelled
Vendor-2142,TechOptima,Hardware,23697.6,24,Vienna,12,11,6,1177.26,4,7,4729,r79hs2232r@techoptima.com,Active
Vendor-2143,GreenCompute,Software,8209.8,10,Rome,60,12,2,1348.5,5,16,1592,g6y-hp4ao4@greencompute.com,In Development
Vendor-2144,EcoInfra,Hardware,14871.1,23,Vienna,24,5,9,2441.83,4,5,10423,1uop7vm9eb@ecoinfra.com,In Development
Vendor-2145,PowerSolutions,Monitoring,7449.9,15,Stockholm,60,17,13,1030.19,4,18,7494,1bq2e_d3iv@powersolutions.com,Inactive
Vendor-2146,EcoInfra,Monitoring,7198.8,16,Vienna,24,5,5,3334.15,4,8,6335,-ssl9w6l1_@ecoinfra.com,Active
Vendor-2147,CoolIT,Hardware,19235.6,22,Dublin,12,10,3,4010.15,1,15,6519,hfx7ybor0t@coolit.com,Active
Vendor-2148,GreenCompute,Renewable Energy,17031.4,19,Vienna,60,16,6,3229.83,4,4,1747,g9v_s4_yvf@greencompute.com,In Development
Vendor-2149,PowerSolutions,Monitoring,7235.9,18,Amsterdam,36,9,10,2402.23,4,10,10193,wcmaczblf-@powersolutions.com,Inactive
Vendor-2150,PowerSolutions,Software,15420.7,11,Stockholm,12,14,12,4238.16,2,13,1906,_qzrwyfj7f@powersolutions.com,Pending
Vendor-2151,CoolIT,Renewable Energy,23955.8,17,Paris,36,5,4,4155.53,4,9,10609,rpugobdkm7@coolit.com,Active
Vendor-2152,CoolIT,Monitoring,7778.8,13,Vienna,60,23,7,4593.36,4,6,8385,encv74r9rh@coolit.com,Active
Vendor-2153,GreenCompute,Monitoring,8310.2,23,Rome,60,18,12,4573.71,4,13,6968,sxkizzhqgn@greencompute.com,Pending
Vendor-2154,EcoInfra,Monitoring,18383.8,14,Dublin,48,18,3,4141.8,4,15,9790,ikvx77drr-@ecoinfra.com,Active
Vendor-2155,TechOptima,Hardware,9544.9,16,Vienna,36,7,3,3043.25,3,5,10975,j44zd7qytm@techoptima.com,Active
Vendor-2156,TechOptima,Monitoring,20129.6,28,Paris,36,9,4,570.97,5,16,2577,5vz5dh83ur@techoptima.com,Active
Vendor-2157,PowerSolutions,Software,23416.2,14,Vienna,36,23,6,3766.22,5,8,9264,ndjirha-aa@powersolutions.com,Cancelled
Vendor-2158,CoolIT,Software,5156.8,20,Paris,12,8,8,2672.34,4,16,8437,70mq10bbf2@coolit.com,Inactive
Vendor-2159,PowerSolutions,Software,11428.2,13,Lisbon,12,6,5,885.22,3,11,7060,ahfn-sxz8g@powersolutions.com,On Hold
Vendor-2160,GreenCompute,Software,16643.6,26,Dublin,24,10,1,3783.03,4,5,9748,t4jmo19jx7@greencompute.com,Pending
Vendor-2161,PowerSolutions,Hardware,15298.6,26,Berlin,48,12,11,2345.13,4,5,7684,hvmopzqw-o@powersolutions.com,On Hold
Vendor-2162,EcoInfra,Software,15910.9,18,Lisbon,48,21,5,2121.1,4,14,4946,8-sebwjag0@ecoinfra.com,In Development
Vendor-2163,EcoInfra,Renewable Energy,18807.7,14,London,36,9,3,4135.73,4,8,1166,tssyuskhq_@ecoinfra.com,In Development
Vendor-2164,TechOptima,Monitoring,21137.4,28,Stockholm,12,9,7,1815.48,3,6,4852,t4dlwnz5u0@techoptima.com,Pending
