Server ID,Uptime (%),Workload (CPU %),Temperature (°C),Timestamp,Server Location,Server Type,Memory Usage (%),Disk Usage (%),Error Rate (%),Carbon Emissions (kg CO2),Maintenance Status,Power State,Fan Speed (RPM),Latency (ms),Year,Month,Day
Server-2726,97.4,32,34,2021-01-21 22:56:15,Limerick,Backup Server,60,94,2,256.34,Inactive,On,3947,56,2021,1,21
Server-2727,95.6,88,28,2022-08-06 07:44:57,Dublin,Mainframe,86,93,2,100.19,Active,On,2069,9,2022,8,6
Server-2728,99.8,21,26,2024-05-14 03:41:23,Galway,Backup Server,89,82,4,51.86,Active,Standby,4049,46,2024,5,14
Server-2729,98.6,66,31,2023-05-24 02:01:31,Kilkenny,Network Node,53,84,2,158.21,Needs Maintenance,Standby,2930,21,2023,5,24
Server-2730,99.2,66,44,2023-08-12 00:19:52,Dublin,Cloud,87,66,2,82.55,Needs Maintenance,Standby,2020,87,2023,8,12
Server-2731,97.9,74,25,2023-10-18 05:54:41,Mayo,Backup Server,66,53,2,178.38,Active,On,2250,41,2023,10,18
Server-2732,97.4,42,33,2020-03-25 20:24:56,Galway,Cloud,78,90,2,189.06,Inactive,Standby,2852,70,2020,3,25
Server-2733,95.4,51,25,2021-07-24 01:10:31,Limerick,Backup Server,87,76,4,138.99,Needs Maintenance,Standby,3198,63,2021,7,24
Server-2734,95.3,62,25,2022-12-04 01:08:50,Mayo,Cloud,64,69,4,127.52,Inactive,On,3054,29,2022,12,4
Server-2735,97.9,4,31,2020-08-11 20:40:51,Galway,Backup Server,77,56,2,114.38,Active,On,4445,65,2020,8,11
Server-2736,95.9,24,33,2021-12-18 10:18:36,Donegal,Mainframe,72,89,4,153.25,Inactive,On,2219,9,2021,12,18
Server-2737,98.4,37,40,2020-04-26 00:51:39,Galway,Mainframe,52,73,4,84.09,Active,On,3065,67,2020,4,26
Server-2738,99.8,52,42,2020-03-20 16:55:49,Dublin,Cloud,70,74,1,126.97,Active,On,3183,9,2020,3,20
Server-2739,96.8,15,43,2020-12-25 05:37:39,Kilkenny,Network Node,78,93,3,113.48,Active,On,2015,24,2020,12,25
Server-2740,98.7,95,38,2025-03-06 18:00:01,Kilkenny,Backup Server,65,61,3,163.81,Needs Maintenance,On,3034,92,2025,3,6
Server-2741,99.6,92,38,2024-08-25 02:37:30,Dublin,Cloud,92,72,3,167.42,Needs Maintenance,On,4157,26,2024,8,25
Server-2742,99.2,69,29,2022-08-25 06:29:47,Cork,Backup Server,73,70,4,220.49,Retired,Standby,4944,16,2022,8,25
Server-2743,95.4,85,30,2023-07-05 11:15:13,Mayo,Cloud,81,90,3,101.01,Active,On,3344,71,2023,7,5
Server-2744,98.4,72,43,2022-12-21 03:45:00,Kilkenny,Enterprise,80,54,1,132.72,Under Repair,On,4100,17,2022,12,21
Server-2745,96.5,9,30,2022-07-24 04:16:48,Limerick,Mainframe,83,94,3,196.78,Retired,On,2358,34,2022,7,24
Server-2746,99.5,54,29,2025-02-18 14:34:46,Limerick,Enterprise,70,67,2,173.69,Needs Maintenance,Standby,3717,19,2025,2,18
Server-2747,95.9,13,35,2020-03-10 03:46:26,Donegal,Enterprise,62,86,4,116.98,Retired,On,2794,8,2020,3,10
Server-2748,96.1,83,31,2025-03-26 02:56:23,Carlow,Edge,74,65,2,83.86,Out of Service,On,2144,49,2025,3,26
Server-2749,97.5,68,34,2022-12-02 21:35:15,Carlow,Enterprise,55,90,0,242.52,Under Repair,Off,2078,23,2022,12,2
Server-2750,96.7,70,42,2020-08-09 18:59:32,Cork,Network Node,71,82,4,70.37,Retired,On,2910,16,2020,8,9
Server-2751,96.8,53,32,2021-02-11 19:05:42,Dublin,Cloud,64,56,2,87.6,Active,On,3025,58,2021,2,11
Server-2752,97.1,55,25,2023-12-07 04:48:19,Mayo,Edge,92,59,0,159.35,Inactive,On,2525,14,2023,12,7
Server-2753,95.7,77,39,2021-05-31 18:41:02,Donegal,Network Node,67,53,1,198.04,Inactive,On,3660,82,2021,5,31
Server-2754,95.5,56,35,2020-10-27 00:10:09,Dublin,Edge,80,69,2,106.15,Under Repair,On,3061,89,2020,10,27
Server-2755,96.0,14,42,2023-11-14 08:29:05,Kilkenny,Edge,60,61,3,184.11,Needs Maintenance,On,2631,61,2023,11,14
Server-2756,97.7,80,27,2024-04-18 13:04:35,Cork,Edge,74,65,1,99.53,Active,On,3700,55,2024,4,18
Server-2757,97.0,83,43,2021-02-18 10:02:39,Carlow,Backup Server,90,67,1,190.06,Active,Off,4903,80,2021,2,18
Server-2758,98.3,15,37,2021-10-19 23:17:42,Limerick,Enterprise,74,52,0,190.66,Needs Maintenance,On,4655,79,2021,10,19
Server-2759,98.5,20,43,2020-07-29 13:53:46,Donegal,Network Node,67,84,2,106.11,Needs Maintenance,On,3725,44,2020,7,29
Server-2760,98.2,74,35,2024-11-02 08:19:39,Mayo,Edge,84,77,3,193.9,Inactive,On,4581,51,2024,11,2
Server-2761,96.1,67,29,2020-07-20 21:09:46,Mayo,Edge,90,94,4,100.95,Active,On,3163,25,2020,7,20
Server-2762,98.1,24,37,2020-07-26 14:44:23,Kilkenny,Cloud,93,56,4,25.97,Needs Maintenance,Standby,2714,96,2020,7,26
Server-2763,97.8,65,27,2022-11-02 16:45:10,Dublin,Backup Server,63,75,2,142.64,Needs Maintenance,On,4416,25,2022,11,2
Server-2764,98.2,65,44,2024-07-11 20:47:57,Galway,Backup Server,94,94,2,169.29,Out of Service,On,3116,60,2024,7,11
Server-2765,96.2,90,41,2023-10-15 06:22:17,Mayo,Backup Server,69,78,0,187.95,Active,Standby,2642,25,2023,10,15
Server-2766,99.9,94,27,2021-12-03 17:07:44,Galway,Enterprise,92,57,4,203.67,Needs Maintenance,On,4627,63,2021,12,3
Server-2767,99.9,46,28,2021-10-04 02:50:02,Galway,Mainframe,86,73,3,98.01,Active,On,4955,72,2021,10,4
Server-2768,99.4,71,25,2021-08-24 11:56:55,Carlow,Network Node,83,58,3,149.45,Out of Service,Off,3865,52,2021,8,24
Server-2769,96.2,71,31,2024-05-12 16:59:23,Limerick,Cloud,88,51,3,127.93,Active,Standby,2009,80,2024,5,12
Server-2770,98.8,4,44,2021-01-28 13:26:04,Galway,Mainframe,75,75,0,149.37,Active,Off,3417,80,2021,1,28
Server-2771,95.6,21,38,2023-05-26 11:59:23,Galway,Mainframe,89,89,3,265.04,Active,On,4262,6,2023,5,26
Server-2772,99.6,68,35,2023-03-20 08:46:48,Cork,Backup Server,69,61,3,140.42,Needs Maintenance,On,2910,38,2023,3,20
Server-2773,96.1,39,43,2022-11-30 14:08:27,Mayo,Network Node,91,69,4,100.99,Out of Service,On,3548,14,2022,11,30
Server-2774,97.2,47,37,2021-09-22 23:04:38,Kilkenny,Network Node,57,69,3,137.22,Needs Maintenance,On,2014,85,2021,9,22
Server-2775,98.2,69,32,2024-05-17 20:07:48,Mayo,Backup Server,92,74,2,192.27,Retired,Off,3999,89,2024,5,17
Server-2776,96.8,37,29,2020-09-24 13:41:54,Cork,Mainframe,72,77,2,174.24,Active,On,3509,92,2020,9,24
Server-2777,96.2,70,42,2024-08-29 15:52:20,Cork,Enterprise,84,69,1,202.02,Under Repair,On,2152,6,2024,8,29
Server-2778,99.0,17,38,2023-10-27 05:48:27,Mayo,Backup Server,61,51,0,242.42,Active,On,2374,37,2023,10,27
Server-2779,99.1,24,41,2022-07-13 22:33:31,Dublin,Network Node,52,54,4,240.29,Under Repair,On,2320,74,2022,7,13
Server-2780,97.4,66,36,2021-09-25 21:25:14,Galway,Edge,56,83,1,109.87,Inactive,On,4107,7,2021,9,25
Server-2781,96.5,88,32,2020-12-16 16:11:48,Kilkenny,Enterprise,86,72,1,187.47,Needs Maintenance,Standby,2061,75,2020,12,16
Server-2782,98.5,20,27,2023-01-18 15:10:39,Limerick,Network Node,93,83,0,62.56,Active,On,4088,12,2023,1,18
Server-2783,99.5,94,30,2023-01-20 21:29:59,Carlow,Edge,69,90,0,204.59,Needs Maintenance,On,3180,9,2023,1,20
Server-2784,99.0,48,36,2024-12-27 10:16:02,Galway,Backup Server,73,65,1,72.58,Active,Standby,3282,47,2024,12,27
Server-2785,97.8,41,41,2023-07-24 21:39:33,Galway,Network Node,74,50,3,72.81,Inactive,On,2155,5,2023,7,24
Server-2786,95.3,79,28,2022-08-06 01:48:04,Dublin,Network Node,68,65,2,140.52,Needs Maintenance,Standby,3366,26,2022,8,6
Server-2787,99.6,51,26,2020-07-07 17:03:21,Cork,Backup Server,76,90,1,196.56,Needs Maintenance,On,4097,91,2020,7,7
Server-2788,99.5,63,25,2021-01-08 14:30:12,Limerick,Enterprise,62,85,0,103.05,Out of Service,On,3951,47,2021,1,8
Server-2789,96.3,85,43,2024-03-19 10:50:03,Mayo,Backup Server,71,68,1,123.53,Needs Maintenance,On,4968,40,2024,3,19
Server-2790,98.4,92,42,2025-01-04 21:34:55,Galway,Edge,85,68,2,108.25,Retired,On,3939,78,2025,1,4
Server-2791,96.9,75,26,2022-01-28 20:03:23,Limerick,Mainframe,72,92,4,157.39,Inactive,On,3688,61,2022,1,28
Server-2792,96.1,45,31,2023-11-28 19:08:50,Donegal,Cloud,69,88,2,196.09,Active,On,2009,81,2023,11,28
Server-2793,95.1,42,35,2023-08-12 20:02:46,Donegal,Backup Server,79,83,4,150.87,Active,On,2207,72,2023,8,12
Server-2794,96.8,62,36,2024-05-28 02:33:40,Cork,Mainframe,68,79,0,118.97,Under Repair,On,2962,1,2024,5,28
Server-2795,96.1,0,43,2022-08-20 12:18:11,Limerick,Edge,76,58,4,226.7,Inactive,On,3690,42,2022,8,20
Server-2796,95.1,25,30,2025-03-31 04:31:47,Limerick,Backup Server,88,64,3,200.91,Needs Maintenance,Standby,2414,32,2025,3,31
Server-2797,97.6,73,33,2020-01-17 14:30:30,Kilkenny,Backup Server,94,59,1,110.84,Active,On,3681,70,2020,1,17
Server-2798,96.2,24,40,2023-02-05 12:17:11,Cork,Cloud,51,52,1,105.33,Needs Maintenance,Standby,4625,58,2023,2,5
Server-2799,97.9,88,43,2020-03-08 15:40:10,Galway,Enterprise,89,93,3,129.69,Out of Service,On,3492,32,2020,3,8
Server-2800,97.1,3,39,2020-01-16 20:16:48,Donegal,Cloud,83,65,2,199.02,Needs Maintenance,On,2782,46,2020,1,16
Server-2801,96.7,81,26,2024-05-01 22:26:45,Carlow,Enterprise,58,87,0,20.45,Needs Maintenance,Standby,2318,69,2024,5,1
Server-2802,96.9,59,38,2021-12-25 14:09:55,Carlow,Enterprise,70,64,3,215.48,Under Repair,On,4950,21,2021,12,25
Server-2803,97.9,42,42,2023-02-03 03:44:42,Donegal,Backup Server,69,58,1,132.1,Active,On,3826,93,2023,2,3
Server-2804,99.2,71,29,2021-11-17 21:54:46,Cork,Mainframe,93,52,4,88.79,Needs Maintenance,On,3061,91,2021,11,17
Server-2805,98.3,6,30,2020-01-14 04:20:58,Dublin,Cloud,57,55,2,157.09,Active,On,2650,14,2020,1,14
Server-2806,95.6,16,44,2024-08-25 10:17:41,Dublin,Enterprise,70,76,2,164.06,Needs Maintenance,On,2512,41,2024,8,25
Server-2807,97.8,5,30,2024-06-23 14:13:56,Carlow,Cloud,65,56,3,193.54,Out of Service,On,3079,57,2024,6,23
Server-2808,98.8,41,44,2022-02-27 21:30:28,Cork,Edge,50,64,1,207.33,Needs Maintenance,On,2989,99,2022,2,27
Server-2809,96.6,43,36,2024-12-15 13:23:39,Galway,Backup Server,51,82,1,167.3,Needs Maintenance,On,4805,48,2024,12,15
Server-2810,98.1,20,29,2023-03-27 22:50:29,Donegal,Mainframe,54,73,0,175.29,Active,On,4385,89,2023,3,27
Server-2811,95.0,1,31,2021-02-04 08:55:22,Carlow,Edge,84,73,0,153.21,Active,On,4784,50,2021,2,4
Server-2812,99.7,12,26,2023-10-28 02:26:50,Mayo,Cloud,59,68,3,183.25,Active,On,4944,24,2023,10,28
Server-2813,96.3,31,33,2023-10-04 14:00:02,Dublin,Network Node,94,72,3,119.48,Active,Standby,2668,91,2023,10,4
Server-2814,99.5,76,29,2022-07-06 06:55:56,Dublin,Cloud,59,77,1,130.4,Active,On,4572,71,2022,7,6
Server-2815,96.1,28,33,2021-09-07 10:26:10,Mayo,Enterprise,75,53,3,71.64,Active,On,4666,90,2021,9,7
Server-2816,99.5,4,43,2020-06-12 12:02:30,Galway,Mainframe,64,92,2,232.56,Under Repair,On,3126,59,2020,6,12
Server-2817,97.8,89,31,2021-01-09 08:16:49,Galway,Network Node,88,74,4,118.44,Active,On,3249,65,2021,1,9
Server-2818,95.9,95,36,2023-01-01 14:14:05,Dublin,Cloud,88,64,1,203.78,Active,On,3391,28,2023,1,1
Server-2819,96.6,81,32,2020-08-19 12:58:37,Cork,Mainframe,52,54,2,212.94,Needs Maintenance,On,3228,21,2020,8,19
Server-2820,99.1,16,36,2020-02-03 06:22:52,Mayo,Backup Server,64,86,4,72.72,Needs Maintenance,On,4627,37,2020,2,3
Server-2821,99.8,83,29,2021-03-19 22:49:51,Dublin,Enterprise,88,51,1,156.83,Out of Service,On,2689,16,2021,3,19
Server-2822,99.4,14,40,2020-11-18 06:43:43,Donegal,Cloud,86,91,1,182.82,Under Repair,On,3766,70,2020,11,18
Server-2823,99.4,59,33,2022-12-19 15:43:55,Cork,Edge,89,70,1,122.43,Active,On,3439,21,2022,12,19
Server-2824,95.0,78,27,2023-02-19 03:05:33,Limerick,Backup Server,65,61,2,81.63,Under Repair,On,4665,54,2023,2,19
Server-2825,97.2,67,32,2020-04-17 02:18:34,Mayo,Backup Server,72,61,1,224.18,Active,On,3455,2,2020,4,17
Server-2826,99.2,72,35,2024-04-06 21:02:13,Limerick,Network Node,68,58,3,182.41,Under Repair,On,4378,16,2024,4,6
Server-2827,95.2,43,42,2025-02-22 06:43:31,Galway,Backup Server,59,54,3,152.07,Inactive,On,4992,15,2025,2,22
Server-2828,98.5,32,34,2023-09-17 22:37:47,Kilkenny,Mainframe,53,67,2,97.7,Needs Maintenance,On,2379,16,2023,9,17
Server-2829,97.5,9,25,2021-05-15 12:50:35,Mayo,Cloud,82,88,2,99.26,Needs Maintenance,On,2052,96,2021,5,15
Server-2830,99.0,46,39,2023-04-19 21:21:14,Mayo,Backup Server,88,50,1,158.37,Under Repair,On,2836,68,2023,4,19
Server-2831,96.3,0,34,2020-06-21 20:02:37,Kilkenny,Mainframe,62,78,3,126.74,Active,On,3407,58,2020,6,21
Server-2832,99.4,39,36,2022-03-22 20:13:29,Limerick,Network Node,60,89,1,160.96,Needs Maintenance,On,4532,85,2022,3,22
Server-2833,96.5,72,43,2023-05-10 17:51:45,Galway,Backup Server,92,84,4,168.65,Needs Maintenance,Off,3821,27,2023,5,10
Server-2834,99.8,21,27,2023-06-12 20:28:51,Galway,Edge,57,69,1,127.44,Active,On,4435,24,2023,6,12
Server-2835,98.2,25,25,2020-01-29 07:42:08,Donegal,Backup Server,78,69,3,234.68,Needs Maintenance,On,4755,70,2020,1,29
Server-2836,96.0,34,27,2021-03-20 11:01:59,Galway,Backup Server,83,80,2,112.24,Out of Service,On,2071,34,2021,3,20
Server-2837,98.9,32,25,2024-08-26 14:19:15,Cork,Backup Server,86,71,4,102.55,Retired,Standby,3271,38,2024,8,26
Server-2838,97.7,9,28,2022-12-29 07:02:25,Galway,Cloud,70,90,3,170.99,Active,Off,3933,43,2022,12,29
Server-2839,97.0,60,34,2022-08-07 05:44:04,Limerick,Network Node,89,90,2,174.08,Inactive,On,3098,82,2022,8,7
Server-2840,97.4,37,39,2022-09-20 06:45:47,Limerick,Enterprise,67,89,0,99.92,Out of Service,On,4821,21,2022,9,20
Server-2841,97.0,18,33,2021-10-25 03:30:24,Mayo,Backup Server,78,61,4,132.84,Active,On,2734,79,2021,10,25
Server-2842,98.5,67,38,2022-07-15 16:25:05,Kilkenny,Cloud,79,55,1,72.98,Needs Maintenance,On,3512,30,2022,7,15
Server-2843,96.3,82,41,2020-07-07 10:24:29,Galway,Backup Server,66,52,2,121.75,Out of Service,On,3906,41,2020,7,7
Server-2844,97.6,6,44,2023-01-22 20:17:34,Mayo,Enterprise,72,87,1,190.14,Needs Maintenance,Standby,2346,6,2023,1,22
Server-2845,98.8,11,44,2025-02-12 20:43:04,Dublin,Edge,55,80,1,85.3,Needs Maintenance,On,2761,62,2025,2,12
Server-2846,95.7,90,25,2023-10-04 01:08:25,Dublin,Edge,76,85,2,95.43,Needs Maintenance,On,2516,37,2023,10,4
Server-2847,96.5,31,36,2021-07-18 15:51:15,Donegal,Backup Server,84,69,0,108.55,Active,On,4652,15,2021,7,18
Server-2848,96.1,26,43,2020-04-20 22:24:29,Cork,Backup Server,86,88,4,207.04,Needs Maintenance,On,2880,18,2020,4,20
Server-2849,97.9,56,29,2022-12-03 21:11:51,Kilkenny,Backup Server,74,51,0,199.98,Active,On,2861,10,2022,12,3
Server-2850,97.1,84,40,2022-08-24 06:14:43,Limerick,Cloud,52,79,3,45.12,Needs Maintenance,On,2893,67,2022,8,24
Server-2851,96.6,53,33,2022-04-07 12:22:57,Cork,Mainframe,89,65,0,60.66,Active,On,4892,91,2022,4,7
Server-2852,96.8,68,38,2020-06-14 13:21:14,Dublin,Mainframe,84,83,0,154.42,Active,Standby,3676,88,2020,6,14
Server-2853,97.3,82,33,2020-02-15 15:51:22,Cork,Mainframe,89,92,0,69.61,Retired,On,4616,62,2020,2,15
Server-2854,97.1,6,38,2024-07-30 08:25:20,Galway,Mainframe,53,74,1,210.36,Under Repair,On,4743,68,2024,7,30
Server-2855,98.5,77,38,2024-09-02 14:16:39,Donegal,Backup Server,90,69,1,40.03,Active,On,4936,11,2024,9,2
Server-2856,98.5,72,31,2025-01-21 13:11:01,Dublin,Network Node,54,52,2,112.41,Under Repair,On,4332,94,2025,1,21
Server-2857,95.1,36,33,2024-12-24 14:34:20,Mayo,Cloud,50,93,1,160.39,Active,On,3452,64,2024,12,24
Server-2858,98.5,49,36,2022-06-10 06:05:01,Limerick,Backup Server,80,89,2,223.67,Retired,On,3357,1,2022,6,10
Server-2859,96.1,8,33,2021-02-12 16:54:21,Galway,Mainframe,92,66,0,149.79,Needs Maintenance,On,2853,72,2021,2,12
Server-2860,97.1,4,38,2025-02-25 02:31:41,Dublin,Edge,58,66,1,165.82,Needs Maintenance,Standby,2400,75,2025,2,25
Server-2861,96.1,53,43,2024-06-17 14:20:08,Dublin,Cloud,76,86,1,158.87,Active,On,2210,35,2024,6,17
Server-2862,95.6,47,26,2024-11-17 11:30:17,Kilkenny,Mainframe,87,91,3,197.03,Active,On,4477,15,2024,11,17
Server-2863,97.9,8,34,2021-03-25 05:59:10,Donegal,Enterprise,65,86,4,165.39,Active,On,3780,9,2021,3,25
Server-2864,99.8,51,39,2022-03-01 20:36:09,Limerick,Cloud,55,71,4,186.89,Needs Maintenance,On,4732,44,2022,3,1
Server-2865,96.9,29,40,2023-07-11 10:08:35,Limerick,Mainframe,73,79,0,187.88,Active,Off,4280,40,2023,7,11
Server-2866,98.4,77,39,2020-01-08 14:29:34,Donegal,Network Node,74,88,0,204.48,Out of Service,On,3269,76,2020,1,8
Server-2867,97.3,59,29,2021-02-25 01:43:19,Dublin,Enterprise,83,74,4,41.33,Needs Maintenance,Off,3507,14,2021,2,25
Server-2868,95.9,2,29,2022-06-11 15:10:57,Kilkenny,Enterprise,84,52,2,73.94,Active,On,4038,56,2022,6,11
Server-2869,99.6,51,26,2022-08-28 02:49:39,Galway,Edge,70,68,2,183.83,Needs Maintenance,On,4955,6,2022,8,28
Server-2870,97.2,23,34,2021-08-19 00:36:18,Carlow,Backup Server,81,57,4,248.18,Retired,On,2758,77,2021,8,19
Server-2871,95.0,27,28,2023-11-21 10:35:03,Galway,Backup Server,62,67,3,166.26,Under Repair,On,4198,19,2023,11,21
Server-2872,97.3,38,25,2021-10-12 12:38:41,Kilkenny,Mainframe,87,59,1,137.11,Out of Service,On,4530,71,2021,10,12
Server-2873,95.0,54,36,2024-09-11 23:52:03,Cork,Mainframe,79,87,3,199.27,Needs Maintenance,Off,4342,16,2024,9,11
Server-2874,99.0,74,25,2024-03-21 01:08:28,Dublin,Cloud,61,70,3,216.07,Under Repair,Standby,4647,60,2024,3,21
Server-2875,96.8,80,44,2021-05-07 18:48:40,Dublin,Backup Server,82,83,3,183.68,Out of Service,On,2253,29,2021,5,7
Server-2876,98.1,81,33,2021-10-14 17:38:59,Mayo,Edge,79,94,1,148.22,Needs Maintenance,Standby,3957,49,2021,10,14
Server-2877,98.8,80,33,2024-11-17 18:59:14,Mayo,Backup Server,93,67,2,152.47,Active,On,4151,66,2024,11,17
Server-2878,95.1,24,40,2022-10-05 02:00:58,Donegal,Enterprise,72,92,2,163.15,Inactive,On,2118,97,2022,10,5
Server-2879,97.6,13,25,2023-07-07 03:24:16,Cork,Network Node,74,83,2,216.27,Active,On,3995,96,2023,7,7
Server-2880,98.2,84,43,2023-10-13 23:25:43,Carlow,Backup Server,79,83,3,171.04,Active,On,4617,1,2023,10,13
Server-2881,97.4,10,25,2022-06-12 21:46:05,Carlow,Mainframe,81,80,0,171.69,Needs Maintenance,On,3578,2,2022,6,12
Server-2882,96.5,46,29,2023-04-22 13:54:54,Kilkenny,Enterprise,79,65,3,197.79,Needs Maintenance,On,3573,46,2023,4,22
Server-2883,97.3,26,43,2021-08-29 14:00:40,Donegal,Mainframe,77,83,0,147.53,Under Repair,On,4169,38,2021,8,29
Server-2884,97.0,3,33,2024-03-16 15:07:48,Carlow,Backup Server,51,84,1,162.89,Out of Service,On,3613,94,2024,3,16
Server-2885,98.1,50,43,2021-04-02 00:21:18,Kilkenny,Mainframe,59,69,4,248.23,Active,On,2205,27,2021,4,2
Server-2886,97.3,33,38,2024-12-16 20:48:59,Dublin,Network Node,85,75,3,118.21,Active,On,3902,82,2024,12,16
Server-2887,95.7,39,42,2020-01-21 07:29:42,Carlow,Network Node,58,52,2,121.49,Needs Maintenance,On,3856,40,2020,1,21
Server-2888,95.4,70,28,2020-03-22 21:46:53,Mayo,Network Node,56,58,0,107.04,Active,On,4518,4,2020,3,22
Server-2889,95.8,17,28,2023-12-19 12:58:43,Limerick,Cloud,61,71,2,165.79,Needs Maintenance,On,4555,16,2023,12,19
Server-2890,95.3,18,40,2020-05-20 05:01:55,Carlow,Network Node,83,52,3,168.78,Under Repair,On,4630,64,2020,5,20
Server-2891,96.3,81,37,2024-03-05 09:18:49,Galway,Backup Server,64,62,1,54.16,Inactive,On,3788,40,2024,3,5
Server-2892,95.3,14,27,2020-11-09 01:29:46,Kilkenny,Network Node,61,83,1,198.21,Needs Maintenance,On,3247,32,2020,11,9
Server-2893,98.0,74,42,2020-12-28 11:02:09,Carlow,Backup Server,55,61,0,95.9,Out of Service,Standby,2106,86,2020,12,28
Server-2894,97.2,11,28,2025-03-13 19:11:20,Galway,Network Node,75,64,2,172.51,Retired,On,3738,31,2025,3,13
Server-2895,96.3,34,29,2024-03-26 08:14:08,Cork,Network Node,54,93,4,156.36,Out of Service,On,2264,79,2024,3,26
Server-2896,95.1,35,43,2021-01-06 05:46:37,Galway,Edge,59,90,0,8.33,Needs Maintenance,Standby,4967,43,2021,1,6
Server-2897,95.7,11,38,2020-10-21 03:57:17,Cork,Backup Server,70,93,1,31.65,Needs Maintenance,On,2451,24,2020,10,21
Server-2898,98.3,15,42,2022-01-10 08:28:30,Donegal,Backup Server,77,58,0,93.92,Needs Maintenance,Standby,2080,73,2022,1,10
Server-2899,96.2,91,40,2024-12-20 21:52:17,Dublin,Cloud,90,63,1,208.9,Active,On,4367,3,2024,12,20
Server-2900,96.7,43,29,2021-12-18 02:24:02,Donegal,Mainframe,60,87,3,56.31,Under Repair,On,3466,67,2021,12,18
Server-2901,95.4,43,32,2024-04-01 23:23:30,Donegal,Cloud,91,75,3,205.6,Needs Maintenance,On,4964,98,2024,4,1
Server-2902,97.7,35,43,2025-03-23 10:27:08,Donegal,Cloud,63,76,3,61.69,Active,On,3816,66,2025,3,23
Server-2903,99.0,58,42,2022-10-26 00:55:18,Limerick,Cloud,65,83,1,40.71,Needs Maintenance,Standby,3120,95,2022,10,26
Server-2904,96.8,29,29,2024-01-30 08:35:30,Cork,Network Node,93,93,3,164.83,Retired,On,2643,27,2024,1,30
Server-2905,95.6,15,38,2022-10-03 07:43:34,Kilkenny,Cloud,70,81,3,148.26,Inactive,Standby,3002,81,2022,10,3
Server-2906,99.8,79,34,2024-12-12 16:20:46,Carlow,Edge,63,92,4,62.02,Active,Standby,3996,74,2024,12,12
Server-2907,97.6,83,29,2022-02-18 23:41:47,Galway,Mainframe,61,65,4,89.9,Needs Maintenance,On,3915,89,2022,2,18
Server-2908,95.4,8,37,2023-01-12 05:42:18,Donegal,Cloud,75,80,2,165.25,Inactive,On,4332,11,2023,1,12
Server-2909,97.5,45,36,2022-12-24 20:04:01,Donegal,Mainframe,58,91,0,131.45,Active,On,4930,37,2022,12,24
Server-2910,95.2,4,42,2025-02-26 07:58:52,Carlow,Enterprise,52,64,4,181.03,Under Repair,Standby,3187,93,2025,2,26
Server-2911,95.3,94,35,2021-08-02 03:08:16,Donegal,Enterprise,73,88,0,133.19,Active,On,2192,11,2021,8,2
Server-2912,96.6,17,25,2021-03-09 12:20:24,Cork,Cloud,90,94,0,199.35,Needs Maintenance,On,2582,35,2021,3,9
Server-2913,98.4,43,26,2022-09-26 21:54:55,Cork,Edge,68,87,0,92.67,Retired,On,2943,50,2022,9,26
Server-2914,98.5,85,26,2020-03-21 09:30:53,Limerick,Enterprise,61,88,2,179.38,Retired,On,2549,31,2020,3,21
Server-2915,99.5,38,37,2020-02-07 08:04:55,Kilkenny,Enterprise,87,78,0,86.6,Needs Maintenance,On,2168,92,2020,2,7
Server-2916,95.5,65,33,2023-09-16 16:14:44,Carlow,Edge,51,71,1,165.38,Retired,On,4411,77,2023,9,16
Server-2917,97.3,57,40,2023-10-25 23:09:55,Cork,Network Node,77,53,4,181.98,Needs Maintenance,On,3981,33,2023,10,25
Server-2918,97.4,66,40,2024-02-29 20:19:25,Limerick,Cloud,91,79,1,96.85,Active,On,4650,14,2024,2,29
Server-2919,97.3,46,33,2021-02-02 02:31:55,Kilkenny,Backup Server,50,93,1,168.9,Active,On,4709,95,2021,2,2
Server-2920,99.2,91,31,2023-06-09 04:21:15,Limerick,Enterprise,78,81,1,178.19,Retired,On,2884,91,2023,6,9
Server-2921,99.1,74,32,2021-08-30 21:51:01,Donegal,Edge,52,53,0,174.99,Needs Maintenance,On,3806,95,2021,8,30
Server-2922,97.5,73,34,2023-07-31 03:02:23,Kilkenny,Enterprise,72,50,0,112.68,Needs Maintenance,Standby,4365,36,2023,7,31
Server-2923,98.9,83,37,2023-07-23 10:21:25,Donegal,Mainframe,57,87,0,131.82,Active,On,2561,76,2023,7,23
Server-2924,95.3,94,35,2020-11-13 15:55:19,Dublin,Enterprise,63,86,3,235.46,Inactive,On,3651,95,2020,11,13
Server-2925,97.7,52,38,2020-03-08 11:41:24,Kilkenny,Backup Server,77,85,0,105.76,Under Repair,On,4552,66,2020,3,8
Server-2926,95.5,50,29,2021-12-30 21:27:08,Dublin,Mainframe,91,89,4,157.01,Needs Maintenance,On,2030,3,2021,12,30
Server-2927,99.3,44,42,2021-09-05 07:22:19,Carlow,Backup Server,70,56,0,139.67,Active,On,3290,43,2021,9,5
Server-2928,97.5,47,40,2024-08-15 21:11:16,Donegal,Network Node,52,87,4,166.88,Out of Service,On,4167,95,2024,8,15
Server-2929,95.1,21,30,2021-08-20 06:02:13,Mayo,Edge,63,93,4,220.22,Active,On,2124,56,2021,8,20
Server-2930,97.7,81,36,2022-12-15 09:22:46,Donegal,Network Node,68,86,2,120.42,Under Repair,On,3634,28,2022,12,15
