Server ID,Energy Consumption (kWh),Cooling Efficiency (%),Power Usage Effectiveness (PUE),Timestamp,Server Location,Server Type,Energy Source,Cooling System Type,Energy Cost (€),Carbon Emissions (kg CO2),Maintenance Status,Energy Savings Target (%),Peak Energy Usage (kWh),Off-Peak Energy Usage (kWh),Year,Month,Day
Server-2196,578.63,69,1.85,2020-02-01 13:13:36,Lisbon,Backup Server,Wind,Compressor Cooling,68.36,606.9,Inactive,28,996.0,276.0,2020,2,1
Server-2197,308.28,53,1.65,2020-01-06 03:02:19,Rome,Edge,Battery Backup,Liquid Cooling,121.96,174.76,Under Repair,22,1075.0,122.0,2020,1,6
Server-2198,538.81,50,1.04,2021-11-22 19:27:43,London,Edge,Solar,Evaporative Cooling,70.38,417.67,Out of Service,23,982.0,153.0,2021,11,22
Server-2199,657.72,91,1.54,2020-08-20 05:16:28,Paris,Enterprise,Grid,Thermoelectric Cooling,216.74,68.38,Needs Maintenance,34,982.0,218.0,2020,8,20
Server-2200,585.4,83,1.02,2023-12-30 21:02:24,Dublin,Backup Server,Battery Backup,Heat Pipe Cooling,46.94,618.99,Retired,17,871.0,238.0,2023,12,30
Server-2201,397.97,76,1.78,2023-11-11 08:36:25,London,Edge,Biomass,Peltier Cooling,58.8,115.98,Out of Service,24,935.0,241.0,2023,11,11
Server-2202,501.99,70,1.33,2025-03-25 04:25:29,Stockholm,Cloud,Wind,Peltier Cooling,140.34,128.15,Needs Maintenance,30,1028.0,274.0,2025,3,25
Server-2203,609.55,73,1.47,2020-06-01 01:51:11,Dublin,Enterprise,Battery Backup,Thermoelectric Cooling,110.98,491.08,Out of Service,25,1084.0,236.0,2020,6,1
Server-2204,508.92,64,1.8,2023-08-23 09:18:03,London,Enterprise,Wind,Liquid Cooling,191.33,117.27,Needs Maintenance,16,955.0,194.0,2023,8,23
Server-2205,688.14,84,1.05,2024-03-29 11:45:43,Paris,Edge,Wind,Phase Change Cooling,127.58,398.93,Active,15,1010.0,253.0,2024,3,29
Server-2206,559.35,74,1.16,2023-04-06 23:13:40,Lisbon,Edge,Battery Backup,Fan Cooling,98.95,382.25,Active,24,1135.0,203.0,2023,4,6
Server-2207,612.94,58,1.4,2021-09-19 23:47:55,Vienna,Edge,Grid,Liquid Cooling,121.73,334.1,Needs Maintenance,20,1028.0,214.0,2021,9,19
Server-2208,623.21,66,1.23,2021-08-29 13:55:38,Rome,Cloud,Solar,Heat Pipe Cooling,140.18,414.52,Out of Service,22,1049.0,175.0,2021,8,29
Server-2209,340.0,70,1.34,2024-09-03 18:49:21,Rome,Enterprise,Wind,Phase Change Cooling,51.64,303.67,Retired,20,962.0,208.0,2024,9,3
Server-2210,507.5,62,2.0,2021-07-18 04:46:15,London,Mainframe,Hydro,Evaporative Cooling,104.55,82.38,Needs Maintenance,16,1078.0,119.0,2021,7,18
Server-2211,450.15,52,1.83,2022-09-27 02:24:10,Paris,Cloud,Wind,Liquid Cooling,219.19,435.84,Needs Maintenance,22,965.0,252.0,2022,9,27
Server-2212,656.58,53,1.88,2021-09-19 14:32:05,Dublin,Cloud,Wind,Evaporative Cooling,116.09,515.82,Active,17,957.0,150.0,2021,9,19
Server-2213,569.48,53,1.94,2021-08-03 03:28:23,Paris,Backup Server,Wind,Compressor Cooling,100.51,291.47,Retired,26,1074.0,156.0,2021,8,3
Server-2214,471.77,92,1.34,2021-12-16 09:02:08,Paris,Enterprise,Wind,Fan Cooling,192.46,105.25,Needs Maintenance,20,968.0,84.0,2021,12,16
Server-2215,307.72,77,1.3,2020-07-25 10:34:51,Germany,Mainframe,Solar,Peltier Cooling,139.46,125.18,Retired,33,1000.0,159.0,2020,7,25
Server-2216,260.46,56,1.23,2021-10-14 05:21:42,Vienna,Enterprise,Wind,Heat Pipe Cooling,96.46,125.22,Under Repair,21,1081.0,152.0,2021,10,14
Server-2217,546.55,75,1.83,2022-07-04 02:37:27,Germany,Cloud,Solar,Heat Pipe Cooling,81.12,51.04,Active,27,954.0,211.0,2022,7,4
Server-2218,392.42,60,1.68,2021-01-05 19:27:40,Dublin,Edge,Grid,Evaporative Cooling,58.95,327.3,Needs Maintenance,18,988.0,135.0,2021,1,5
Server-2219,599.92,73,1.24,2023-06-05 04:47:30,Vienna,Enterprise,Grid,Fan Cooling,67.31,576.96,Needs Maintenance,28,969.0,178.0,2023,6,5
Server-2220,253.53,92,1.38,2021-08-30 14:18:56,Paris,Enterprise,Grid,Phase Change Cooling,130.22,177.4,Needs Maintenance,18,984.0,166.0,2021,8,30
Server-2221,738.94,59,1.51,2020-10-14 00:33:42,Lisbon,Edge,Wind,Heat Pipe Cooling,110.46,188.91,Needs Maintenance,32,1002.0,112.0,2020,10,14
Server-2222,599.58,86,1.53,2025-03-05 01:49:59,Dublin,Mainframe,Battery Backup,Liquid Cooling,215.19,148.16,Retired,21,1067.0,212.0,2025,3,5
Server-2223,514.88,62,1.89,2023-01-13 03:24:40,London,Mainframe,Solar,Heat Pipe Cooling,135.88,105.05,Needs Maintenance,27,1082.0,189.0,2023,1,13
Server-2224,752.46,93,1.38,2023-12-03 19:38:18,London,Enterprise,Wind,Liquid Cooling,140.96,403.85,Needs Maintenance,17,1008.0,202.0,2023,12,3
Server-2225,642.26,91,1.91,2024-08-18 22:58:24,London,Edge,Battery Backup,Heat Pipe Cooling,82.63,147.44,Active,31,964.0,242.0,2024,8,18
Server-2226,428.75,88,1.44,2021-04-21 11:33:16,Berlin,Backup Server,Solar,Liquid Cooling,121.17,337.96,Retired,15,1034.0,200.0,2021,4,21
Server-2227,511.64,68,1.75,2021-03-11 07:11:19,Vienna,Enterprise,Wind,Compressor Cooling,137.71,181.0,Needs Maintenance,25,1000.0,183.0,2021,3,11
Server-2228,205.36,68,1.93,2021-08-24 22:58:47,Paris,Edge,Grid,Thermoelectric Cooling,185.39,158.95,Out of Service,33,1002.0,246.0,2021,8,24
Server-2229,659.63,61,1.91,2024-11-03 05:41:36,Paris,Cloud,Wind,Evaporative Cooling,137.58,324.54,Active,21,948.0,184.0,2024,11,3
Server-2230,455.61,71,1.06,2022-08-02 14:32:52,Vienna,Backup Server,Hydro,Thermoelectric Cooling,101.88,445.47,Inactive,28,919.0,175.0,2022,8,2
Server-2231,203.42,86,1.21,2021-03-02 11:29:23,Germany,Edge,Grid,Phase Change Cooling,78.71,65.71,Retired,21,999.0,233.0,2021,3,2
Server-2232,322.72,79,1.48,2021-09-18 03:41:43,London,Enterprise,Battery Backup,Phase Change Cooling,58.89,302.82,Needs Maintenance,25,947.0,161.0,2021,9,18
Server-2233,630.64,61,1.43,2023-04-30 07:20:14,Germany,Network Node,Solar,Compressor Cooling,93.52,139.55,Active,33,973.0,258.0,2023,4,30
Server-2234,742.07,78,1.64,2025-01-23 09:10:34,Germany,Mainframe,Solar,Peltier Cooling,126.04,148.66,Out of Service,30,1074.0,208.0,2025,1,23
Server-2235,503.06,70,1.94,2024-07-10 21:44:35,London,Enterprise,Grid,Phase Change Cooling,85.77,153.07,Retired,31,996.0,278.0,2024,7,10
Server-2236,352.69,60,1.11,2023-05-10 13:48:14,Stockholm,Edge,Solar,Liquid Cooling,128.76,367.25,Needs Maintenance,28,1055.0,197.0,2023,5,10
Server-2237,286.89,86,1.45,2020-08-27 09:58:58,Paris,Backup Server,Solar,Phase Change Cooling,143.93,396.69,Active,29,1015.0,247.0,2020,8,27
Server-2238,712.19,67,1.19,2024-12-12 23:49:26,Berlin,Backup Server,Wind,Evaporative Cooling,243.14,139.61,Needs Maintenance,32,1029.0,118.0,2024,12,12
Server-2239,567.42,93,1.89,2024-08-09 08:53:22,London,Edge,Wind,Fan Cooling,171.83,136.99,Retired,26,972.0,264.0,2024,8,9
Server-2240,450.48,76,1.96,2025-01-19 18:55:53,Lisbon,Mainframe,Biomass,Liquid Cooling,98.33,439.26,Retired,27,1058.0,234.0,2025,1,19
Server-2241,414.76,86,1.48,2024-11-19 09:10:28,London,Enterprise,Wind,Peltier Cooling,48.99,245.49,Active,18,1016.0,168.0,2024,11,19
Server-2242,600.77,61,1.1,2024-10-20 22:47:09,Rome,Backup Server,Battery Backup,Peltier Cooling,104.67,194.87,Needs Maintenance,24,987.0,243.0,2024,10,20
Server-2243,596.65,72,1.79,2022-06-15 12:56:37,Rome,Backup Server,Wind,Peltier Cooling,76.04,354.28,Needs Maintenance,23,1016.0,137.0,2022,6,15
Server-2244,365.51,83,1.7,2021-12-15 11:15:43,Dublin,Network Node,Geothermal,Phase Change Cooling,69.41,364.32,Inactive,26,964.0,175.0,2021,12,15
Server-2245,328.64,87,1.35,2020-11-04 20:11:51,Stockholm,Cloud,Solar,Heat Pipe Cooling,68.92,342.26,Under Repair,18,985.0,157.0,2020,11,4
Server-2246,336.21,72,1.89,2022-01-17 23:05:35,London,Network Node,Grid,Heat Pipe Cooling,95.62,401.07,Retired,20,997.0,246.0,2022,1,17
Server-2247,429.77,74,1.98,2022-11-07 04:18:45,Paris,Cloud,Grid,Fan Cooling,152.68,212.73,Out of Service,28,974.0,262.0,2022,11,7
Server-2248,396.53,53,1.56,2022-09-27 02:18:38,Stockholm,Backup Server,Grid,Compressor Cooling,155.81,106.73,Active,18,1078.0,178.0,2022,9,27
Server-2249,742.71,79,1.57,2022-09-04 22:13:03,Paris,Cloud,Solar,Liquid Cooling,82.9,53.45,Under Repair,24,979.0,136.0,2022,9,4
Server-2250,424.43,79,1.3,2021-12-29 15:10:39,Vienna,Enterprise,Wind,Heat Pipe Cooling,117.78,107.45,Retired,19,1104.0,151.0,2021,12,29
Server-2251,312.55,62,1.58,2024-02-18 04:55:55,Stockholm,Backup Server,Battery Backup,Peltier Cooling,60.57,130.92,Active,21,1003.0,205.0,2024,2,18
Server-2252,320.98,91,1.44,2023-04-03 03:47:44,Amsterdam,Backup Server,Solar,Evaporative Cooling,125.75,146.36,Out of Service,21,988.0,201.0,2023,4,3
Server-2253,472.4,63,1.3,2024-06-02 21:01:11,Amsterdam,Cloud,Wind,Fan Cooling,57.33,122.78,Active,24,975.0,183.0,2024,6,2
Server-2254,226.68,57,1.07,2022-08-13 15:06:55,Dublin,Edge,Solar,Compressor Cooling,120.45,407.17,Inactive,34,1021.0,159.0,2022,8,13
Server-2255,490.98,73,1.25,2025-03-28 09:22:16,Stockholm,Cloud,Solar,Thermoelectric Cooling,86.13,185.33,Under Repair,27,1045.0,281.0,2025,3,28
Server-2256,299.57,67,1.2,2020-12-10 23:18:25,Amsterdam,Cloud,Grid,Peltier Cooling,134.72,130.85,Needs Maintenance,29,873.0,169.0,2020,12,10
Server-2257,673.79,84,1.54,2022-06-23 03:15:13,Amsterdam,Mainframe,Battery Backup,Compressor Cooling,109.27,516.42,Out of Service,19,1000.0,158.0,2022,6,23
Server-2258,517.48,74,1.6,2021-06-02 09:43:46,Lisbon,Mainframe,Battery Backup,Evaporative Cooling,91.19,142.39,Active,30,901.0,257.0,2021,6,2
Server-2259,818.15,66,1.61,2020-09-26 03:32:03,Rome,Enterprise,Grid,Phase Change Cooling,137.84,97.01,Under Repair,20,1049.0,186.0,2020,9,26
Server-2260,465.77,81,1.39,2021-06-16 14:27:31,Berlin,Enterprise,Wind,Evaporative Cooling,151.9,131.34,Needs Maintenance,18,1050.0,226.0,2021,6,16
Server-2261,30.24,73,1.42,2023-05-09 14:14:53,Germany,Edge,Grid,Thermoelectric Cooling,57.39,528.55,Out of Service,20,1002.0,156.0,2023,5,9
Server-2262,718.65,56,1.83,2020-12-01 18:11:52,London,Mainframe,Solar,Phase Change Cooling,134.39,439.07,Needs Maintenance,30,1010.0,225.0,2020,12,1
Server-2263,575.29,62,1.48,2022-07-28 18:38:48,Amsterdam,Network Node,Hydro,Fan Cooling,255.27,442.14,Needs Maintenance,33,929.0,237.0,2022,7,28
Server-2264,598.54,76,1.99,2023-01-14 20:34:32,Germany,Enterprise,Grid,Evaporative Cooling,87.68,286.55,Active,20,973.0,144.0,2023,1,14
Server-2265,349.61,54,1.44,2024-02-15 07:51:21,Germany,Enterprise,Solar,Thermoelectric Cooling,61.33,111.41,Active,25,969.0,173.0,2024,2,15
Server-2266,493.57,85,1.65,2022-10-31 16:46:54,Stockholm,Mainframe,Grid,Heat Pipe Cooling,122.09,367.28,Under Repair,28,978.0,155.0,2022,10,31
Server-2267,527.97,75,1.05,2024-03-20 11:03:13,Stockholm,Mainframe,Battery Backup,Compressor Cooling,53.62,578.28,Needs Maintenance,29,1044.0,174.0,2024,3,20
Server-2268,464.33,91,1.65,2021-04-28 00:02:33,London,Edge,Wind,Peltier Cooling,107.64,272.34,Needs Maintenance,15,1064.0,280.0,2021,4,28
Server-2269,239.85,94,1.85,2020-01-12 14:39:31,Rome,Mainframe,Grid,Peltier Cooling,73.54,134.74,Needs Maintenance,18,1031.0,213.0,2020,1,12
Server-2270,915.3,80,1.94,2025-01-05 03:11:22,Vienna,Cloud,Grid,Thermoelectric Cooling,143.09,150.25,Active,21,984.0,297.0,2025,1,5
Server-2271,625.37,59,2.0,2022-09-17 09:39:16,Germany,Backup Server,Solar,Phase Change Cooling,56.86,458.45,Needs Maintenance,24,963.0,274.0,2022,9,17
Server-2272,563.09,75,1.28,2022-10-29 10:21:19,Vienna,Network Node,Wind,Evaporative Cooling,55.99,347.05,Under Repair,15,1005.0,257.0,2022,10,29
Server-2273,697.08,71,1.58,2024-04-13 20:26:51,Rome,Backup Server,Grid,Liquid Cooling,115.58,338.31,Active,28,1015.0,273.0,2024,4,13
Server-2274,596.63,61,1.45,2024-04-21 19:07:29,Dublin,Cloud,Wind,Evaporative Cooling,108.61,197.28,Retired,20,989.0,258.0,2024,4,21
Server-2275,398.42,81,1.56,2020-06-02 22:22:18,Berlin,Cloud,Grid,Peltier Cooling,35.52,344.84,Out of Service,28,967.0,285.0,2020,6,2
Server-2276,687.47,76,1.16,2023-07-04 22:50:06,London,Backup Server,Grid,Phase Change Cooling,163.65,109.31,Inactive,33,1031.0,227.0,2023,7,4
Server-2277,627.83,82,1.86,2024-11-26 03:20:49,Lisbon,Cloud,Wind,Thermoelectric Cooling,118.16,159.84,Under Repair,20,1036.0,234.0,2024,11,26
Server-2278,404.11,69,1.91,2025-01-19 00:39:18,Rome,Enterprise,Battery Backup,Compressor Cooling,106.77,389.44,Under Repair,34,934.0,233.0,2025,1,19
Server-2279,618.5,88,1.45,2024-06-04 04:58:00,Amsterdam,Backup Server,Wind,Heat Pipe Cooling,131.85,76.22,Needs Maintenance,34,981.0,178.0,2024,6,4
Server-2280,463.91,90,1.28,2020-02-19 08:33:43,Vienna,Cloud,Geothermal,Peltier Cooling,38.91,485.19,Under Repair,20,1039.0,242.0,2020,2,19
Server-2281,531.27,89,1.14,2020-04-04 17:44:43,Dublin,Enterprise,Grid,Thermoelectric Cooling,99.7,330.26,Active,25,1049.0,263.0,2020,4,4
Server-2282,589.95,62,1.68,2021-11-09 16:25:29,Paris,Mainframe,Solar,Peltier Cooling,55.97,329.04,Needs Maintenance,25,1003.0,170.0,2021,11,9
Server-2283,705.27,63,1.31,2025-04-07 00:34:09,Vienna,Network Node,Solar,Evaporative Cooling,106.97,674.28,Inactive,31,1018.0,157.0,2025,4,7
Server-2284,403.1,93,1.91,2020-10-04 05:14:13,Germany,Network Node,Grid,Heat Pipe Cooling,87.86,116.2,Needs Maintenance,34,1013.0,172.0,2020,10,4
Server-2285,554.74,89,1.67,2023-03-28 17:08:19,Vienna,Cloud,Solar,Liquid Cooling,103.47,382.58,Active,23,1048.0,268.0,2023,3,28
Server-2286,802.36,71,1.65,2021-05-10 16:15:43,Lisbon,Network Node,Grid,Phase Change Cooling,116.22,477.73,Retired,28,945.0,188.0,2021,5,10
Server-2287,473.59,67,1.56,2021-08-15 19:57:49,Rome,Enterprise,Wind,Compressor Cooling,131.28,90.05,Needs Maintenance,20,1013.0,145.0,2021,8,15
Server-2288,529.48,78,1.05,2021-09-24 02:27:12,Amsterdam,Mainframe,Grid,Fan Cooling,104.34,145.94,Needs Maintenance,18,956.0,148.0,2021,9,24
Server-2289,802.13,92,1.93,2022-10-31 12:15:51,Amsterdam,Cloud,Grid,Peltier Cooling,148.76,478.95,Under Repair,21,1054.0,155.0,2022,10,31
Server-2290,595.62,65,1.63,2024-11-19 22:27:46,Paris,Edge,Wind,Peltier Cooling,83.65,174.74,Active,24,947.0,164.0,2024,11,19
Server-2291,278.9,84,1.99,2020-06-20 09:21:51,Stockholm,Backup Server,Grid,Compressor Cooling,74.66,449.19,Active,21,1020.0,130.0,2020,6,20
Server-2292,380.68,83,1.54,2020-08-07 21:13:17,Germany,Network Node,Solar,Phase Change Cooling,76.0,250.69,Under Repair,19,956.0,230.0,2020,8,7
Server-2293,603.44,52,1.71,2020-07-31 05:42:14,Rome,Network Node,Wind,Fan Cooling,134.77,424.08,Under Repair,18,1038.0,191.0,2020,7,31
Server-2294,563.45,53,1.06,2024-08-17 21:41:20,Vienna,Cloud,Battery Backup,Thermoelectric Cooling,51.72,74.56,Needs Maintenance,29,1022.0,227.0,2024,8,17
Server-2295,524.39,54,1.63,2021-02-23 03:18:35,Paris,Backup Server,Grid,Fan Cooling,107.57,513.38,Active,18,1012.0,85.0,2021,2,23
Server-2296,824.18,59,1.76,2020-04-21 10:38:25,Berlin,Backup Server,Geothermal,Compressor Cooling,103.91,165.28,Under Repair,29,1098.0,254.0,2020,4,21
Server-2297,407.38,78,1.78,2021-07-04 08:56:04,Lisbon,Network Node,Grid,Phase Change Cooling,134.97,133.43,Needs Maintenance,21,965.0,196.0,2021,7,4
Server-2298,488.84,81,1.77,2020-09-07 16:15:24,Stockholm,Network Node,Grid,Fan Cooling,68.67,395.71,Active,20,1046.0,225.0,2020,9,7
Server-2299,205.53,80,1.23,2024-07-26 11:39:57,Stockholm,Edge,Battery Backup,Phase Change Cooling,87.52,374.15,Active,18,1059.0,276.0,2024,7,26
Server-2300,674.1,51,1.98,2023-02-19 07:11:16,Dublin,Backup Server,Battery Backup,Heat Pipe Cooling,223.27,372.01,Out of Service,33,1046.0,218.0,2023,2,19
Server-2301,380.17,61,2.0,2024-01-06 09:08:23,Dublin,Enterprise,Wind,Thermoelectric Cooling,84.24,161.29,Needs Maintenance,16,966.0,306.0,2024,1,6
Server-2302,658.57,76,1.08,2023-08-07 18:01:58,Berlin,Cloud,Geothermal,Liquid Cooling,134.12,113.32,Active,29,988.0,106.0,2023,8,7
Server-2303,642.8,54,1.94,2024-03-29 01:31:23,Paris,Cloud,Hydro,Evaporative Cooling,85.75,621.58,Needs Maintenance,34,970.0,184.0,2024,3,29
Server-2304,852.36,86,1.29,2021-01-10 19:14:07,London,Edge,Wind,Phase Change Cooling,58.51,131.49,Needs Maintenance,16,985.0,110.0,2021,1,10
Server-2305,597.39,76,1.69,2020-06-07 11:38:13,Lisbon,Edge,Grid,Phase Change Cooling,92.05,171.56,Needs Maintenance,27,958.0,216.0,2020,6,7
Server-2306,446.59,72,1.34,2022-08-19 00:08:08,Paris,Enterprise,Solar,Fan Cooling,103.92,62.94,Needs Maintenance,28,982.0,204.0,2022,8,19
Server-2307,568.04,82,1.97,2020-11-30 11:44:28,Germany,Mainframe,Battery Backup,Peltier Cooling,118.39,310.06,Retired,23,1073.0,145.0,2020,11,30
Server-2308,386.11,53,1.1,2025-03-27 20:19:26,Lisbon,Cloud,Solar,Phase Change Cooling,42.59,478.09,Under Repair,30,984.0,309.0,2025,3,27
Server-2309,547.87,70,1.5,2023-12-31 00:49:55,Stockholm,Backup Server,Grid,Phase Change Cooling,47.37,137.1,Out of Service,23,1005.0,182.0,2023,12,31
Server-2310,469.86,73,1.43,2020-09-19 18:38:34,Stockholm,Network Node,Wind,Peltier Cooling,165.99,126.07,Active,31,964.0,90.0,2020,9,19
Server-2311,489.45,93,1.33,2023-10-05 12:34:09,Germany,Enterprise,Geothermal,Fan Cooling,116.82,494.21,Needs Maintenance,17,999.0,234.0,2023,10,5
Server-2312,365.25,80,1.65,2023-07-17 01:46:22,London,Cloud,Wind,Compressor Cooling,94.91,204.51,Needs Maintenance,19,1041.0,235.0,2023,7,17
Server-2313,545.07,93,1.13,2020-10-17 23:32:18,Berlin,Backup Server,Battery Backup,Phase Change Cooling,138.8,81.66,Active,26,1024.0,176.0,2020,10,17
Server-2314,623.63,73,1.72,2023-06-30 09:47:18,Dublin,Enterprise,Wind,Peltier Cooling,82.81,487.6,Out of Service,19,1071.0,239.0,2023,6,30
Server-2315,252.19,59,1.98,2023-11-02 23:31:35,Stockholm,Mainframe,Grid,Peltier Cooling,113.57,325.24,Needs Maintenance,28,940.0,152.0,2023,11,2
Server-2316,396.71,51,1.8,2024-01-25 12:33:47,London,Backup Server,Solar,Heat Pipe Cooling,46.68,471.17,Under Repair,31,962.0,179.0,2024,1,25
Server-2317,525.21,80,1.86,2025-03-24 16:36:37,Rome,Cloud,Grid,Evaporative Cooling,187.43,107.97,Out of Service,19,979.0,220.0,2025,3,24
Server-2318,147.9,74,1.36,2021-02-10 21:05:40,Lisbon,Network Node,Solar,Phase Change Cooling,108.62,434.55,Under Repair,27,1076.0,246.0,2021,2,10
Server-2319,761.04,53,1.32,2023-10-16 08:35:24,Berlin,Backup Server,Solar,Fan Cooling,105.62,148.26,Active,29,1015.0,189.0,2023,10,16
Server-2320,393.33,60,1.52,2021-02-19 14:31:19,Paris,Cloud,Grid,Heat Pipe Cooling,206.75,296.64,Active,31,929.0,176.0,2021,2,19
Server-2321,359.29,66,1.05,2020-05-05 09:51:30,London,Enterprise,Solar,Thermoelectric Cooling,116.97,321.54,Needs Maintenance,24,1055.0,198.0,2020,5,5
Server-2322,468.9,93,1.95,2023-08-13 19:29:42,Berlin,Mainframe,Grid,Evaporative Cooling,82.51,353.74,Inactive,30,1005.0,98.0,2023,8,13
Server-2323,520.61,51,1.14,2020-03-09 20:44:12,London,Backup Server,Battery Backup,Compressor Cooling,140.58,192.16,Under Repair,30,1045.0,186.0,2020,3,9
Server-2324,386.53,55,1.9,2024-04-02 19:57:33,Rome,Enterprise,Grid,Phase Change Cooling,112.95,426.04,Needs Maintenance,31,1079.0,101.0,2024,4,2
Server-2325,647.06,58,1.08,2021-12-30 09:18:35,Amsterdam,Enterprise,Grid,Fan Cooling,43.25,540.69,Needs Maintenance,21,951.0,158.0,2021,12,30
Server-2326,559.96,54,1.82,2021-07-15 08:06:22,Germany,Edge,Geothermal,Compressor Cooling,126.97,77.78,Needs Maintenance,25,1079.0,129.0,2021,7,15
Server-2327,374.41,69,1.15,2020-04-16 08:15:36,Amsterdam,Enterprise,Wind,Phase Change Cooling,109.68,449.05,Under Repair,28,996.0,226.0,2020,4,16
Server-2328,421.64,78,1.04,2021-07-06 21:30:55,Berlin,Backup Server,Grid,Compressor Cooling,157.07,137.87,Needs Maintenance,26,979.0,163.0,2021,7,6
Server-2329,272.48,70,1.72,2024-10-09 11:05:34,Amsterdam,Mainframe,Solar,Fan Cooling,182.46,297.46,Retired,23,1008.0,262.0,2024,10,9
Server-2330,312.0,58,1.28,2024-11-17 00:32:07,London,Network Node,Wind,Heat Pipe Cooling,52.86,201.53,Needs Maintenance,21,940.0,108.0,2024,11,17
Server-2331,558.14,77,1.71,2023-04-10 22:40:57,London,Edge,Battery Backup,Heat Pipe Cooling,187.87,168.15,Retired,28,999.0,188.0,2023,4,10
Server-2332,375.97,57,1.56,2021-04-08 22:03:11,Amsterdam,Enterprise,Battery Backup,Thermoelectric Cooling,63.57,171.45,Active,30,988.0,204.0,2021,4,8
Server-2333,770.64,80,1.11,2020-11-16 16:04:18,Germany,Backup Server,Grid,Compressor Cooling,43.14,379.56,Needs Maintenance,24,953.0,225.0,2020,11,16
Server-2334,510.64,69,1.93,2023-10-19 01:29:55,Germany,Cloud,Grid,Compressor Cooling,130.93,68.28,Out of Service,19,968.0,308.0,2023,10,19
Server-2335,297.08,76,1.45,2024-12-28 06:40:39,Rome,Edge,Wind,Phase Change Cooling,104.13,394.26,Retired,33,1057.0,102.0,2024,12,28
Server-2336,328.5,57,1.73,2020-11-16 19:45:38,London,Mainframe,Grid,Peltier Cooling,96.7,120.31,Active,21,991.0,162.0,2020,11,16
Server-2337,657.95,70,1.5,2023-08-10 01:57:03,Berlin,Cloud,Battery Backup,Thermoelectric Cooling,48.26,489.96,Out of Service,22,951.0,300.0,2023,8,10
Server-2338,488.52,77,1.6,2020-08-27 11:17:35,Lisbon,Mainframe,Grid,Liquid Cooling,87.44,102.82,Needs Maintenance,24,1022.0,154.0,2020,8,27
Server-2339,648.8,72,1.3,2024-06-06 14:57:53,Germany,Cloud,Geothermal,Evaporative Cooling,94.0,175.04,Under Repair,17,1038.0,222.0,2024,6,6
Server-2340,445.03,55,1.2,2022-04-02 00:46:50,Vienna,Network Node,Grid,Thermoelectric Cooling,191.18,305.12,Needs Maintenance,28,1000.0,153.0,2022,4,2
Server-2341,415.97,52,1.54,2020-05-10 04:51:09,Germany,Mainframe,Wind,Phase Change Cooling,81.5,151.47,Needs Maintenance,34,938.0,130.0,2020,5,10
Server-2342,667.92,54,1.44,2020-01-27 02:02:02,Rome,Cloud,Grid,Compressor Cooling,113.28,96.99,Needs Maintenance,17,873.0,159.0,2020,1,27
Server-2343,371.21,58,1.39,2020-01-20 02:15:29,Lisbon,Mainframe,Solar,Compressor Cooling,127.88,123.57,Needs Maintenance,29,955.0,299.0,2020,1,20
Server-2344,573.36,56,1.67,2020-01-13 22:04:31,Dublin,Edge,Grid,Evaporative Cooling,148.87,75.02,Active,24,1053.0,142.0,2020,1,13
Server-2345,468.23,53,1.69,2024-08-06 20:10:04,Vienna,Mainframe,Solar,Fan Cooling,100.45,383.19,Active,21,1048.0,185.0,2024,8,6
Server-2346,631.81,88,1.05,2025-04-07 14:43:36,Germany,Backup Server,Grid,Peltier Cooling,213.17,87.21,Active,33,960.0,187.0,2025,4,7
Server-2347,772.77,54,1.34,2023-04-16 00:00:51,Amsterdam,Mainframe,Battery Backup,Heat Pipe Cooling,125.01,437.43,Needs Maintenance,24,988.0,246.0,2023,4,16
Server-2348,441.17,60,1.41,2020-09-17 00:10:13,London,Cloud,Solar,Fan Cooling,119.3,453.35,Needs Maintenance,28,1035.0,256.0,2020,9,17
Server-2349,417.93,64,1.1,2024-11-02 02:09:45,Vienna,Mainframe,Solar,Peltier Cooling,109.13,124.57,Retired,22,993.0,205.0,2024,11,2
Server-2350,599.87,83,1.24,2021-06-30 09:29:13,Germany,Network Node,Grid,Evaporative Cooling,132.81,100.49,Retired,34,1047.0,41.0,2021,6,30
Server-2351,337.7,62,1.05,2023-09-27 06:48:41,London,Enterprise,Grid,Evaporative Cooling,143.46,420.57,Active,15,995.0,156.0,2023,9,27
Server-2352,742.47,56,2.0,2024-10-21 09:05:09,Berlin,Edge,Biomass,Liquid Cooling,126.1,160.64,Active,20,1024.0,140.0,2024,10,21
Server-2353,716.9,89,1.74,2022-09-30 05:14:03,Lisbon,Backup Server,Grid,Thermoelectric Cooling,67.89,118.63,Needs Maintenance,29,984.0,258.0,2022,9,30
Server-2354,350.13,55,1.09,2021-07-02 10:13:49,Stockholm,Cloud,Wind,Phase Change Cooling,91.07,326.68,Retired,19,961.0,154.0,2021,7,2
Server-2355,262.53,88,1.02,2022-01-14 16:30:05,Rome,Mainframe,Grid,Phase Change Cooling,117.48,233.23,Under Repair,28,1058.0,284.0,2022,1,14
Server-2356,325.91,79,1.72,2022-10-19 18:06:41,Dublin,Mainframe,Battery Backup,Phase Change Cooling,113.5,133.17,Needs Maintenance,23,925.0,220.0,2022,10,19
Server-2357,328.19,71,1.44,2021-03-07 07:20:20,Amsterdam,Mainframe,Grid,Peltier Cooling,121.86,164.75,Out of Service,20,970.0,257.0,2021,3,7
